Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,1267033
Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,1267033
Thu Sep 03 2015 19:28:14 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Thu Sep 03 2015 19:28:14 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Thu Sep 03 2015 19:28:16 GMT+0800 (Malay Peninsula Standard Time),,s0w3,label,"N"
Thu Sep 03 2015 19:28:50 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Thu Sep 03 2015 19:28:51 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Thu Sep 03 2015 19:29:31 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Thu Sep 03 2015 19:30:04 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Thu Sep 03 2015 19:30:09 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Thu Sep 03 2015 19:30:09 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Thu Sep 03 2015 19:30:10 GMT+0800 (Malay Peninsula Standard Time),,s1w19,label,"D"
Thu Sep 03 2015 19:30:47 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Thu Sep 03 2015 19:30:48 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Thu Sep 03 2015 19:30:48 GMT+0800 (Malay Peninsula Standard Time),,s1w40,label,"^"
Thu Sep 03 2015 19:30:59 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 19:30:59 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 19:30:59 GMT+0800 (Malay Peninsula Standard Time),,s1w52,label,"N"
Thu Sep 03 2015 19:31:13 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Thu Sep 03 2015 19:31:13 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Thu Sep 03 2015 19:31:14 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"G"
Thu Sep 03 2015 19:31:16 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Thu Sep 03 2015 19:31:16 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Thu Sep 03 2015 19:31:18 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Thu Sep 03 2015 19:31:18 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Thu Sep 03 2015 19:31:19 GMT+0800 (Malay Peninsula Standard Time),,s1w69,label,"N"
Thu Sep 03 2015 19:36:17 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Thu Sep 03 2015 19:36:18 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Thu Sep 03 2015 19:36:18 GMT+0800 (Malay Peninsula Standard Time),,s1w101,label,"N"
Thu Sep 03 2015 19:36:47 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Thu Sep 03 2015 19:36:47 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Thu Sep 03 2015 19:36:48 GMT+0800 (Malay Peninsula Standard Time),,s1w122,label,","
Thu Sep 03 2015 19:36:57 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Thu Sep 03 2015 19:36:57 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Thu Sep 03 2015 19:36:58 GMT+0800 (Malay Peninsula Standard Time),,s1w124,label,"^"
Thu Sep 03 2015 19:37:28 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Thu Sep 03 2015 19:37:32 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Thu Sep 03 2015 19:37:32 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Thu Sep 03 2015 19:37:32 GMT+0800 (Malay Peninsula Standard Time),,s1w129,label,"N"
Thu Sep 03 2015 19:37:39 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Thu Sep 03 2015 19:37:39 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
