Wed Sep 02 2015 19:36:05 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 19:36:05 GMT+0800 (CST),,s0,twitterId,981924
Wed Sep 02 2015 19:36:05 GMT+0800 (CST),,s1,twitterId,981924
Wed Sep 02 2015 19:36:05 GMT+0800 (CST),,s2,twitterId,981924
Wed Sep 02 2015 19:36:05 GMT+0800 (CST),,s3,twitterId,981924
Wed Sep 02 2015 19:36:05 GMT+0800 (CST),,s4,twitterId,981924
Wed Sep 02 2015 19:36:20 GMT+0800 (CST),,s1w5,focus,
Wed Sep 02 2015 19:36:20 GMT+0800 (CST),,s1w5,focus,
Wed Sep 02 2015 19:36:21 GMT+0800 (CST),,s1w5,label,"^"
Wed Sep 02 2015 19:36:31 GMT+0800 (CST),,s1w26,focus,
Wed Sep 02 2015 19:36:31 GMT+0800 (CST),,s1w26,focus,
Wed Sep 02 2015 19:36:32 GMT+0800 (CST),,s1w26,label,"^"
Wed Sep 02 2015 19:36:49 GMT+0800 (CST),,s1w63,focus,
Wed Sep 02 2015 19:36:49 GMT+0800 (CST),,s1w63,focus,
Wed Sep 02 2015 19:36:50 GMT+0800 (CST),,s1w63,label,"N"
Wed Sep 02 2015 19:36:53 GMT+0800 (CST),,s1w65,focus,
Wed Sep 02 2015 19:36:53 GMT+0800 (CST),,s1w65,focus,
Wed Sep 02 2015 19:36:57 GMT+0800 (CST),,s1w65,label,"D"
Wed Sep 02 2015 19:37:01 GMT+0800 (CST),,s1w65,focus,
Wed Sep 02 2015 19:37:09 GMT+0800 (CST),,s1w65,label,"^"
Wed Sep 02 2015 19:37:26 GMT+0800 (CST),,s2w29,focus,
Wed Sep 02 2015 19:37:26 GMT+0800 (CST),,s2w29,focus,
Wed Sep 02 2015 19:37:38 GMT+0800 (CST),,s2w29,focus,
Wed Sep 02 2015 19:37:39 GMT+0800 (CST),,s2w29,focus,
Wed Sep 02 2015 19:37:42 GMT+0800 (CST),,s2w29,label,"^"
Wed Sep 02 2015 19:37:58 GMT+0800 (CST),,s3w16,focus,
Wed Sep 02 2015 19:37:58 GMT+0800 (CST),,s3w16,focus,
Wed Sep 02 2015 19:37:59 GMT+0800 (CST),,s3w16,label,"^"
Wed Sep 02 2015 19:38:07 GMT+0800 (CST),,s3w16,focus,
Wed Sep 02 2015 19:38:08 GMT+0800 (CST),,s3w13,focus,
Wed Sep 02 2015 19:38:08 GMT+0800 (CST),,s3w13,focus,
Wed Sep 02 2015 19:39:06 GMT+0800 (CST),,s3w13,focus,
Wed Sep 02 2015 19:39:23 GMT+0800 (CST),,s4w26,focus,
Wed Sep 02 2015 19:39:23 GMT+0800 (CST),,s4w26,focus,
Wed Sep 02 2015 19:39:24 GMT+0800 (CST),,s4w10,focus,
Wed Sep 02 2015 19:39:24 GMT+0800 (CST),,s4w10,focus,
Wed Sep 02 2015 19:39:33 GMT+0800 (CST),,s4w10,label,"D"
Wed Sep 02 2015 19:39:38 GMT+0800 (CST),,s4w22,focus,
Wed Sep 02 2015 19:39:38 GMT+0800 (CST),,s4w22,focus,
Wed Sep 02 2015 19:39:41 GMT+0800 (CST),,s4w22,label,","
Wed Sep 02 2015 19:39:49 GMT+0800 (CST),,s4w37,focus,
Wed Sep 02 2015 19:39:49 GMT+0800 (CST),,s4w37,focus,
Wed Sep 02 2015 19:39:50 GMT+0800 (CST),,,submitPage,
