Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s0,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s1,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s2,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s3,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s4,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s5,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s6,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s7,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s8,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s9,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s10,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s11,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s12,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s13,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s14,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s15,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s16,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s17,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s18,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s19,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s20,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s21,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s22,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s23,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s24,twitterId,963742
Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,s25,twitterId,963742
Wed Sep 02 2015 21:01:05 GMT+0800 (CST),,s2w7,focus,
Wed Sep 02 2015 21:01:05 GMT+0800 (CST),,s2w7,focus,
Wed Sep 02 2015 21:01:06 GMT+0800 (CST),,s2w7,label,"^"
Wed Sep 02 2015 21:01:09 GMT+0800 (CST),,s2w8,focus,
Wed Sep 02 2015 21:01:09 GMT+0800 (CST),,s2w8,focus,
Wed Sep 02 2015 21:01:10 GMT+0800 (CST),,s2w8,label,"^"
Wed Sep 02 2015 21:01:17 GMT+0800 (CST),,s3w16,focus,
Wed Sep 02 2015 21:01:17 GMT+0800 (CST),,s3w16,focus,
Wed Sep 02 2015 21:01:19 GMT+0800 (CST),,s3w16,label,"^"
Wed Sep 02 2015 21:01:23 GMT+0800 (CST),,s3w25,focus,
Wed Sep 02 2015 21:01:23 GMT+0800 (CST),,s3w25,focus,
Wed Sep 02 2015 21:01:24 GMT+0800 (CST),,s3w25,label,"^"
Wed Sep 02 2015 21:01:33 GMT+0800 (CST),,s4w14,focus,
Wed Sep 02 2015 21:01:33 GMT+0800 (CST),,s4w14,focus,
Wed Sep 02 2015 21:01:34 GMT+0800 (CST),,s4w13,focus,
Wed Sep 02 2015 21:01:34 GMT+0800 (CST),,s4w13,focus,
Wed Sep 02 2015 21:01:35 GMT+0800 (CST),,s4w13,label,"^"
Wed Sep 02 2015 21:01:36 GMT+0800 (CST),,s4w14,focus,
Wed Sep 02 2015 21:01:36 GMT+0800 (CST),,s4w14,focus,
Wed Sep 02 2015 21:01:36 GMT+0800 (CST),,s4w14,label,"^"
Wed Sep 02 2015 21:01:37 GMT+0800 (CST),,s4w15,focus,
Wed Sep 02 2015 21:01:37 GMT+0800 (CST),,s4w15,focus,
Wed Sep 02 2015 21:01:38 GMT+0800 (CST),,s4w15,label,"^"
Wed Sep 02 2015 21:01:47 GMT+0800 (CST),,s4w35,focus,
Wed Sep 02 2015 21:01:47 GMT+0800 (CST),,s4w35,focus,
Wed Sep 02 2015 21:01:48 GMT+0800 (CST),,s4w35,label,"^"
Wed Sep 02 2015 21:01:56 GMT+0800 (CST),,s6w2,focus,
Wed Sep 02 2015 21:01:56 GMT+0800 (CST),,s6w2,focus,
Wed Sep 02 2015 21:01:57 GMT+0800 (CST),,s6w2,label,"^"
Wed Sep 02 2015 21:01:59 GMT+0800 (CST),,s6w3,focus,
Wed Sep 02 2015 21:01:59 GMT+0800 (CST),,s6w3,focus,
Wed Sep 02 2015 21:02:01 GMT+0800 (CST),,s6w3,label,"&"
Wed Sep 02 2015 21:02:20 GMT+0800 (CST),,s8w14,focus,
Wed Sep 02 2015 21:02:20 GMT+0800 (CST),,s8w14,focus,
Wed Sep 02 2015 21:02:21 GMT+0800 (CST),,s8w14,label,"^"
Wed Sep 02 2015 21:02:27 GMT+0800 (CST),,s8w22,focus,
Wed Sep 02 2015 21:02:27 GMT+0800 (CST),,s8w22,focus,
Wed Sep 02 2015 21:02:28 GMT+0800 (CST),,s8w22,label,"N"
