Wed Sep 02 2015 19:50:22 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 19:50:22 GMT+0800 (CST),,s0,twitterId,1000403
Wed Sep 02 2015 19:50:22 GMT+0800 (CST),,s1,twitterId,1000403
Wed Sep 02 2015 19:50:22 GMT+0800 (CST),,s2,twitterId,1000403
Wed Sep 02 2015 19:50:22 GMT+0800 (CST),,s3,twitterId,1000403
Wed Sep 02 2015 19:50:22 GMT+0800 (CST),,s4,twitterId,1000403
Wed Sep 02 2015 19:51:22 GMT+0800 (CST),,s0w14,focus,
Wed Sep 02 2015 19:51:22 GMT+0800 (CST),,s0w14,focus,
Wed Sep 02 2015 19:51:23 GMT+0800 (CST),,s0w14,label,"V"
Wed Sep 02 2015 19:51:26 GMT+0800 (CST),,s0w7,focus,
Wed Sep 02 2015 19:51:26 GMT+0800 (CST),,s0w7,focus,
Wed Sep 02 2015 19:51:27 GMT+0800 (CST),,s0w7,label,"^"
Wed Sep 02 2015 19:51:32 GMT+0800 (CST),,s0w16,focus,
Wed Sep 02 2015 19:51:32 GMT+0800 (CST),,s0w16,focus,
Wed Sep 02 2015 19:51:33 GMT+0800 (CST),,s0w16,label,"^"
Wed Sep 02 2015 19:51:39 GMT+0800 (CST),,s1w25,focus,
Wed Sep 02 2015 19:51:39 GMT+0800 (CST),,s1w25,focus,
Wed Sep 02 2015 19:51:39 GMT+0800 (CST),,s1w13,focus,
Wed Sep 02 2015 19:51:39 GMT+0800 (CST),,s1w13,focus,
Wed Sep 02 2015 19:51:40 GMT+0800 (CST),,s1w13,label,"^"
Wed Sep 02 2015 19:51:44 GMT+0800 (CST),,s1w19,focus,
Wed Sep 02 2015 19:51:44 GMT+0800 (CST),,s1w19,focus,
Wed Sep 02 2015 19:51:45 GMT+0800 (CST),,s1w19,label,"^"
Wed Sep 02 2015 19:51:54 GMT+0800 (CST),,s1w39,focus,
Wed Sep 02 2015 19:51:54 GMT+0800 (CST),,s1w39,focus,
Wed Sep 02 2015 19:51:54 GMT+0800 (CST),,s1w39,label,"^"
Wed Sep 02 2015 19:52:11 GMT+0800 (CST),,s1w57,focus,
Wed Sep 02 2015 19:52:11 GMT+0800 (CST),,s1w57,focus,
Wed Sep 02 2015 19:52:12 GMT+0800 (CST),,s1w57,label,"^"
Wed Sep 02 2015 19:52:14 GMT+0800 (CST),,s1w73,focus,
Wed Sep 02 2015 19:52:14 GMT+0800 (CST),,s1w73,focus,
Wed Sep 02 2015 19:52:15 GMT+0800 (CST),,s1w61,focus,
Wed Sep 02 2015 19:52:15 GMT+0800 (CST),,s1w61,focus,
Wed Sep 02 2015 19:52:20 GMT+0800 (CST),,s1w70,focus,
Wed Sep 02 2015 19:52:20 GMT+0800 (CST),,s1w70,focus,
Wed Sep 02 2015 19:52:20 GMT+0800 (CST),,s1w70,label,"^"
Wed Sep 02 2015 19:52:25 GMT+0800 (CST),,s1w84,focus,
Wed Sep 02 2015 19:52:25 GMT+0800 (CST),,s1w84,focus,
Wed Sep 02 2015 19:52:26 GMT+0800 (CST),,s1w84,label,"^"
Wed Sep 02 2015 19:52:28 GMT+0800 (CST),,s1w87,focus,
Wed Sep 02 2015 19:52:28 GMT+0800 (CST),,s1w87,focus,
Wed Sep 02 2015 19:52:28 GMT+0800 (CST),,s1w87,label,"^"
Wed Sep 02 2015 19:52:30 GMT+0800 (CST),,s1w91,focus,
Wed Sep 02 2015 19:52:30 GMT+0800 (CST),,s1w91,focus,
Wed Sep 02 2015 19:52:31 GMT+0800 (CST),,s1w91,label,"^"
Wed Sep 02 2015 19:52:32 GMT+0800 (CST),,s1w92,focus,
Wed Sep 02 2015 19:52:32 GMT+0800 (CST),,s1w92,focus,
Wed Sep 02 2015 19:52:37 GMT+0800 (CST),,s1w92,label,"^"
Wed Sep 02 2015 19:52:45 GMT+0800 (CST),,s2w1,focus,
Wed Sep 02 2015 19:52:45 GMT+0800 (CST),,s2w1,focus,
Wed Sep 02 2015 19:52:47 GMT+0800 (CST),,s2w1,label,"^"
Wed Sep 02 2015 19:52:48 GMT+0800 (CST),,s2w5,focus,
Wed Sep 02 2015 19:52:48 GMT+0800 (CST),,s2w5,focus,
Wed Sep 02 2015 19:52:49 GMT+0800 (CST),,s2w5,label,"^"
Wed Sep 02 2015 19:53:06 GMT+0800 (CST),,s3w20,focus,
Wed Sep 02 2015 19:53:06 GMT+0800 (CST),,s3w20,focus,
Wed Sep 02 2015 19:53:06 GMT+0800 (CST),,s3w20,label,"^"
Wed Sep 02 2015 19:53:15 GMT+0800 (CST),,s4w14,focus,
Wed Sep 02 2015 19:53:15 GMT+0800 (CST),,s4w14,focus,
Wed Sep 02 2015 19:53:16 GMT+0800 (CST),,s4w14,label,"^"
Wed Sep 02 2015 19:53:21 GMT+0800 (CST),,s4w20,focus,
Wed Sep 02 2015 19:53:21 GMT+0800 (CST),,s4w20,focus,
Wed Sep 02 2015 19:53:24 GMT+0800 (CST),,s4w20,label,"N"
Wed Sep 02 2015 19:53:25 GMT+0800 (CST),,,submitPage,
