Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,327365
Wed Sep 02 2015 11:41:37 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,327365
Wed Sep 02 2015 11:41:44 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 11:41:44 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 11:41:46 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Wed Sep 02 2015 11:41:46 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 11:41:47 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Wed Sep 02 2015 11:41:47 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Wed Sep 02 2015 11:41:47 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Wed Sep 02 2015 11:41:47 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Wed Sep 02 2015 11:41:48 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Wed Sep 02 2015 11:41:48 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Wed Sep 02 2015 11:41:48 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Wed Sep 02 2015 11:41:49 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Wed Sep 02 2015 11:41:50 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Wed Sep 02 2015 11:41:50 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Wed Sep 02 2015 11:41:50 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Wed Sep 02 2015 11:41:50 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Wed Sep 02 2015 11:41:51 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Wed Sep 02 2015 11:41:52 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Wed Sep 02 2015 11:41:52 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Wed Sep 02 2015 11:41:52 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Wed Sep 02 2015 11:41:52 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Wed Sep 02 2015 11:41:53 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Wed Sep 02 2015 11:41:53 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Wed Sep 02 2015 11:41:53 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Wed Sep 02 2015 11:41:54 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Wed Sep 02 2015 11:41:55 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Wed Sep 02 2015 11:41:55 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Wed Sep 02 2015 11:41:56 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Wed Sep 02 2015 11:41:56 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Wed Sep 02 2015 11:41:57 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Wed Sep 02 2015 11:41:57 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Wed Sep 02 2015 11:41:59 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Wed Sep 02 2015 11:41:59 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Wed Sep 02 2015 11:42:00 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Wed Sep 02 2015 11:42:01 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Wed Sep 02 2015 11:42:01 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Wed Sep 02 2015 11:42:01 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Wed Sep 02 2015 11:42:01 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Wed Sep 02 2015 11:42:02 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Wed Sep 02 2015 11:42:02 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Wed Sep 02 2015 11:42:02 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Wed Sep 02 2015 11:42:02 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Wed Sep 02 2015 11:42:03 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Wed Sep 02 2015 11:42:03 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Wed Sep 02 2015 11:42:03 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Wed Sep 02 2015 11:42:04 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Wed Sep 02 2015 11:42:04 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Wed Sep 02 2015 11:42:05 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Wed Sep 02 2015 11:42:05 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Wed Sep 02 2015 11:42:05 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Wed Sep 02 2015 11:42:05 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Wed Sep 02 2015 11:42:06 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Wed Sep 02 2015 11:42:06 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Wed Sep 02 2015 11:42:07 GMT+0800 (Malay Peninsula Standard Time),,s1w48,label,"^"
Wed Sep 02 2015 11:42:07 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Wed Sep 02 2015 11:42:08 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Wed Sep 02 2015 11:42:08 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Wed Sep 02 2015 11:42:08 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Wed Sep 02 2015 11:42:09 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 11:42:09 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Wed Sep 02 2015 11:42:09 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Wed Sep 02 2015 11:42:10 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Wed Sep 02 2015 11:42:10 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Wed Sep 02 2015 11:42:10 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Wed Sep 02 2015 11:42:10 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Wed Sep 02 2015 11:42:10 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Wed Sep 02 2015 11:42:10 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Wed Sep 02 2015 11:42:11 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Wed Sep 02 2015 11:42:11 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
