Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s13,twitterId,327325
Wed Sep 02 2015 11:30:46 GMT+0800 (Malay Peninsula Standard Time),,s14,twitterId,327325
Wed Sep 02 2015 11:30:56 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 11:30:56 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 11:30:59 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Wed Sep 02 2015 11:31:00 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 11:31:00 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Wed Sep 02 2015 11:31:00 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Wed Sep 02 2015 11:31:01 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Wed Sep 02 2015 11:31:01 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Wed Sep 02 2015 11:31:01 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Wed Sep 02 2015 11:31:02 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Wed Sep 02 2015 11:31:02 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Wed Sep 02 2015 11:31:02 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Wed Sep 02 2015 11:31:03 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Wed Sep 02 2015 11:31:05 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Wed Sep 02 2015 11:31:07 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Wed Sep 02 2015 11:31:07 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Wed Sep 02 2015 11:31:08 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Wed Sep 02 2015 11:31:08 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Wed Sep 02 2015 11:31:08 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Wed Sep 02 2015 11:31:08 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Wed Sep 02 2015 11:31:09 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Wed Sep 02 2015 11:31:09 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Wed Sep 02 2015 11:31:09 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Wed Sep 02 2015 11:31:10 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Wed Sep 02 2015 11:31:28 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Wed Sep 02 2015 11:31:30 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Wed Sep 02 2015 11:31:30 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Wed Sep 02 2015 11:31:30 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Wed Sep 02 2015 11:31:31 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Wed Sep 02 2015 11:31:31 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Wed Sep 02 2015 11:31:31 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Wed Sep 02 2015 11:31:32 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Wed Sep 02 2015 11:31:32 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Wed Sep 02 2015 11:31:33 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Wed Sep 02 2015 11:31:33 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Wed Sep 02 2015 11:31:34 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Wed Sep 02 2015 11:31:34 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Wed Sep 02 2015 11:31:34 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
