Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,334520
Wed Sep 02 2015 12:12:52 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,334520
Wed Sep 02 2015 12:13:00 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 12:13:00 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 12:16:04 GMT+0800 (Malay Peninsula Standard Time),,s0w1,label,"O"
Wed Sep 02 2015 12:16:04 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 12:16:05 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Wed Sep 02 2015 12:16:06 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Wed Sep 02 2015 12:16:06 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Wed Sep 02 2015 12:16:06 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Wed Sep 02 2015 12:16:07 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Wed Sep 02 2015 12:16:07 GMT+0800 (Malay Peninsula Standard Time),,s0w8,focus,
Wed Sep 02 2015 12:16:07 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Wed Sep 02 2015 12:16:08 GMT+0800 (Malay Peninsula Standard Time),,s0w10,focus,
Wed Sep 02 2015 12:16:08 GMT+0800 (Malay Peninsula Standard Time),,s0w11,focus,
Wed Sep 02 2015 12:16:11 GMT+0800 (Malay Peninsula Standard Time),,s0w11,label,","
Wed Sep 02 2015 12:16:11 GMT+0800 (Malay Peninsula Standard Time),,s0w12,focus,
Wed Sep 02 2015 12:16:18 GMT+0800 (Malay Peninsula Standard Time),,s0w13,focus,
Wed Sep 02 2015 12:16:19 GMT+0800 (Malay Peninsula Standard Time),,s0w14,focus,
Wed Sep 02 2015 12:16:20 GMT+0800 (Malay Peninsula Standard Time),,s0w15,focus,
Wed Sep 02 2015 12:16:20 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 12:16:21 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Wed Sep 02 2015 12:16:23 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
