Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,292362
Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,292362
Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,292362
Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,292362
Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,292362
Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,292362
Wed Sep 02 2015 11:18:00 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,292362
Wed Sep 02 2015 11:18:03 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 11:18:03 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 11:18:08 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 11:18:11 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Wed Sep 02 2015 11:18:11 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 11:18:12 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 11:18:14 GMT+0800 (Malay Peninsula Standard Time),,s0w1,label,"N"
Wed Sep 02 2015 11:18:15 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 11:18:15 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Wed Sep 02 2015 11:18:15 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Wed Sep 02 2015 11:18:15 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 11:18:16 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Wed Sep 02 2015 11:18:16 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 11:18:16 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Wed Sep 02 2015 11:18:20 GMT+0800 (Malay Peninsula Standard Time),,s1w4,label,"V"
Wed Sep 02 2015 11:18:20 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Wed Sep 02 2015 11:18:21 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Wed Sep 02 2015 11:18:21 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
