Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,342590
Wed Sep 02 2015 12:21:23 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,342590
Wed Sep 02 2015 14:44:33 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 14:44:33 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 14:44:35 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 14:44:40 GMT+0800 (Malay Peninsula Standard Time),,s0w1,label,"V"
Wed Sep 02 2015 14:44:40 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 14:44:41 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Wed Sep 02 2015 14:44:41 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 14:44:42 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Wed Sep 02 2015 14:44:42 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 14:44:43 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Wed Sep 02 2015 14:44:43 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Wed Sep 02 2015 14:44:45 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Wed Sep 02 2015 14:44:46 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Wed Sep 02 2015 14:44:46 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Wed Sep 02 2015 14:44:47 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
