Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,334425
Wed Sep 02 2015 12:01:29 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,334425
Wed Sep 02 2015 12:01:35 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 12:01:35 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 12:01:39 GMT+0800 (Malay Peninsula Standard Time),,s0w2,label,"^"
Wed Sep 02 2015 12:01:40 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Wed Sep 02 2015 12:01:41 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Wed Sep 02 2015 12:01:41 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Wed Sep 02 2015 12:01:41 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Wed Sep 02 2015 12:01:41 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Wed Sep 02 2015 12:01:41 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Wed Sep 02 2015 12:01:42 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 12:01:42 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Wed Sep 02 2015 12:01:42 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Wed Sep 02 2015 12:01:43 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
