Fri Sep 04 2015 14:46:48 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 14:46:48 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1100502
Fri Sep 04 2015 14:46:48 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1100502
Fri Sep 04 2015 14:46:48 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1100502
Fri Sep 04 2015 14:46:48 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1100502
Fri Sep 04 2015 14:46:48 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1100502
Fri Sep 04 2015 14:46:48 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1100502
Fri Sep 04 2015 14:46:49 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:46:49 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:46:50 GMT+0800 (Malay Peninsula Standard Time),,s0w4,label,"C"
Fri Sep 04 2015 14:46:50 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Fri Sep 04 2015 14:46:50 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Fri Sep 04 2015 14:46:52 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:46:52 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:46:52 GMT+0800 (Malay Peninsula Standard Time),,s0w4,label,"^"
Fri Sep 04 2015 14:46:54 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Fri Sep 04 2015 14:46:55 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Fri Sep 04 2015 14:46:55 GMT+0800 (Malay Peninsula Standard Time),,s0w5,label,","
Fri Sep 04 2015 14:46:56 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 14:46:56 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 14:46:56 GMT+0800 (Malay Peninsula Standard Time),,s0w7,label,","
Fri Sep 04 2015 14:46:57 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Sep 04 2015 14:46:57 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Sep 04 2015 14:46:57 GMT+0800 (Malay Peninsula Standard Time),,s0w9,label,","
Fri Sep 04 2015 14:46:58 GMT+0800 (Malay Peninsula Standard Time),,s0w11,focus,
Fri Sep 04 2015 14:46:58 GMT+0800 (Malay Peninsula Standard Time),,s0w11,focus,
Fri Sep 04 2015 14:46:58 GMT+0800 (Malay Peninsula Standard Time),,s0w11,label,","
Fri Sep 04 2015 14:47:04 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Sep 04 2015 14:47:04 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Sep 04 2015 14:47:04 GMT+0800 (Malay Peninsula Standard Time),,s1w10,label,"^"
Fri Sep 04 2015 14:47:45 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Sep 04 2015 14:47:45 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Sep 04 2015 14:47:51 GMT+0800 (Malay Peninsula Standard Time),,s1w40,label,"N"
Fri Sep 04 2015 14:48:04 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Sep 04 2015 14:48:05 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Sep 04 2015 14:48:05 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Sep 04 2015 14:48:05 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Sep 04 2015 14:48:05 GMT+0800 (Malay Peninsula Standard Time),,s1w41,label,"X"
Fri Sep 04 2015 14:48:06 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 14:48:06 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 14:48:17 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Sep 04 2015 14:48:17 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Sep 04 2015 14:48:17 GMT+0800 (Malay Peninsula Standard Time),,s1w40,label,"^"
Fri Sep 04 2015 14:48:18 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Sep 04 2015 14:48:18 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Sep 04 2015 14:48:48 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Sep 04 2015 14:48:48 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Sep 04 2015 14:48:49 GMT+0800 (Malay Peninsula Standard Time),,s1w89,label,"V"
Fri Sep 04 2015 14:49:48 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Fri Sep 04 2015 14:49:48 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Fri Sep 04 2015 14:49:49 GMT+0800 (Malay Peninsula Standard Time),,s5w8,label,"^"
Fri Sep 04 2015 14:50:10 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Fri Sep 04 2015 14:50:11 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Fri Sep 04 2015 14:50:11 GMT+0800 (Malay Peninsula Standard Time),,s5w17,label,"N"
Fri Sep 04 2015 14:50:45 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
