Fri Sep 04 2015 14:18:10 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 14:18:10 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1089025
Fri Sep 04 2015 14:18:10 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1089025
Fri Sep 04 2015 14:18:10 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1089025
Fri Sep 04 2015 14:18:10 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1089025
Fri Sep 04 2015 14:18:10 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1089025
Fri Sep 04 2015 14:18:10 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1089025
Fri Sep 04 2015 14:18:16 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:18:16 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:18:16 GMT+0800 (Malay Peninsula Standard Time),,s0w4,label,"N"
Fri Sep 04 2015 14:18:17 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Fri Sep 04 2015 14:18:18 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Fri Sep 04 2015 14:18:23 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Fri Sep 04 2015 14:18:26 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Sep 04 2015 14:18:26 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Sep 04 2015 14:18:50 GMT+0800 (Malay Peninsula Standard Time),,s0w9,label,"^"
Fri Sep 04 2015 14:18:52 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Fri Sep 04 2015 14:18:52 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Fri Sep 04 2015 14:18:53 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Fri Sep 04 2015 14:18:53 GMT+0800 (Malay Peninsula Standard Time),,s1w1,label,"^"
Fri Sep 04 2015 14:18:54 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Sep 04 2015 14:18:55 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Sep 04 2015 14:18:55 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Sep 04 2015 14:19:28 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Sep 04 2015 14:19:30 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 14:19:30 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 14:19:30 GMT+0800 (Malay Peninsula Standard Time),,s1w25,label,"^"
Fri Sep 04 2015 14:19:55 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 14:19:55 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 14:20:54 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Sep 04 2015 14:20:54 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Sep 04 2015 14:20:54 GMT+0800 (Malay Peninsula Standard Time),,s2w28,label,"^"
Fri Sep 04 2015 14:21:00 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Fri Sep 04 2015 14:21:00 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Fri Sep 04 2015 14:21:01 GMT+0800 (Malay Peninsula Standard Time),,s2w36,label,"N"
Fri Sep 04 2015 14:21:30 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Sep 04 2015 14:21:30 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Sep 04 2015 14:21:52 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Fri Sep 04 2015 14:21:52 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Fri Sep 04 2015 14:21:52 GMT+0800 (Malay Peninsula Standard Time),,s4w14,label,"^"
Fri Sep 04 2015 14:22:09 GMT+0800 (Malay Peninsula Standard Time),,s4w59,focus,
Fri Sep 04 2015 14:22:09 GMT+0800 (Malay Peninsula Standard Time),,s4w59,focus,
Fri Sep 04 2015 14:22:10 GMT+0800 (Malay Peninsula Standard Time),,s4w59,label,"?"
Fri Sep 04 2015 14:22:14 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 14:22:14 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 14:22:14 GMT+0800 (Malay Peninsula Standard Time),,s1w25,label,"?"
Fri Sep 04 2015 14:22:25 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Sep 04 2015 14:22:25 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Sep 04 2015 14:22:25 GMT+0800 (Malay Peninsula Standard Time),,s5w11,label,"^"
Fri Sep 04 2015 14:22:35 GMT+0800 (Malay Peninsula Standard Time),,s5w20,focus,
Fri Sep 04 2015 14:22:35 GMT+0800 (Malay Peninsula Standard Time),,s5w20,focus,
Fri Sep 04 2015 14:22:36 GMT+0800 (Malay Peninsula Standard Time),,s5w20,label,"^"
Fri Sep 04 2015 14:22:55 GMT+0800 (Malay Peninsula Standard Time),,s5w47,focus,
Fri Sep 04 2015 14:22:55 GMT+0800 (Malay Peninsula Standard Time),,s5w47,focus,
Fri Sep 04 2015 14:23:13 GMT+0800 (Malay Peninsula Standard Time),,s5w42,focus,
Fri Sep 04 2015 14:23:13 GMT+0800 (Malay Peninsula Standard Time),,s5w42,focus,
Fri Sep 04 2015 14:23:14 GMT+0800 (Malay Peninsula Standard Time),,s5w42,label,"N"
Fri Sep 04 2015 14:23:15 GMT+0800 (Malay Peninsula Standard Time),,s5w43,focus,
Fri Sep 04 2015 14:23:15 GMT+0800 (Malay Peninsula Standard Time),,s5w43,focus,
Fri Sep 04 2015 14:23:15 GMT+0800 (Malay Peninsula Standard Time),,s5w43,label,"N"
Fri Sep 04 2015 14:23:54 GMT+0800 (Malay Peninsula Standard Time),,s5w87,focus,
Fri Sep 04 2015 14:23:54 GMT+0800 (Malay Peninsula Standard Time),,s5w87,focus,
Fri Sep 04 2015 14:24:09 GMT+0800 (Malay Peninsula Standard Time),,s5w87,focus,
Fri Sep 04 2015 14:24:11 GMT+0800 (Malay Peninsula Standard Time),,s5w87,focus,
Fri Sep 04 2015 14:24:11 GMT+0800 (Malay Peninsula Standard Time),,s5w87,label,"N"
Fri Sep 04 2015 14:27:20 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
