Fri Sep 04 2015 01:13:46 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 01:13:46 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1078419
Fri Sep 04 2015 01:13:46 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1078419
Fri Sep 04 2015 01:13:46 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1078419
Fri Sep 04 2015 01:13:46 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1078419
Fri Sep 04 2015 01:14:03 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Fri Sep 04 2015 01:14:03 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Fri Sep 04 2015 01:14:04 GMT+0800 (Malay Peninsula Standard Time),,s1w9,label,"^"
Fri Sep 04 2015 01:14:25 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 01:14:25 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 01:14:26 GMT+0800 (Malay Peninsula Standard Time),,s1w54,label,","
Fri Sep 04 2015 01:15:15 GMT+0800 (Malay Peninsula Standard Time),,s3w77,focus,
Fri Sep 04 2015 01:15:15 GMT+0800 (Malay Peninsula Standard Time),,s3w77,focus,
Fri Sep 04 2015 01:15:16 GMT+0800 (Malay Peninsula Standard Time),,s3w77,label,","
Fri Sep 04 2015 01:15:17 GMT+0800 (Malay Peninsula Standard Time),,s3w79,focus,
Fri Sep 04 2015 01:15:17 GMT+0800 (Malay Peninsula Standard Time),,s3w79,focus,
Fri Sep 04 2015 01:15:17 GMT+0800 (Malay Peninsula Standard Time),,s3w79,label,","
Fri Sep 04 2015 01:15:22 GMT+0800 (Malay Peninsula Standard Time),,s3w88,focus,
Fri Sep 04 2015 01:15:22 GMT+0800 (Malay Peninsula Standard Time),,s3w88,focus,
Fri Sep 04 2015 01:15:23 GMT+0800 (Malay Peninsula Standard Time),,s3w88,label,"^"
Fri Sep 04 2015 01:15:32 GMT+0800 (Malay Peninsula Standard Time),,s3w116,focus,
Fri Sep 04 2015 01:15:32 GMT+0800 (Malay Peninsula Standard Time),,s3w116,focus,
Fri Sep 04 2015 01:15:32 GMT+0800 (Malay Peninsula Standard Time),,s3w116,label,"^"
Fri Sep 04 2015 01:15:40 GMT+0800 (Malay Peninsula Standard Time),,s3w140,focus,
Fri Sep 04 2015 01:15:40 GMT+0800 (Malay Peninsula Standard Time),,s3w140,focus,
Fri Sep 04 2015 01:15:41 GMT+0800 (Malay Peninsula Standard Time),,s3w140,label,"^"
Fri Sep 04 2015 01:15:58 GMT+0800 (Malay Peninsula Standard Time),,s3w187,focus,
Fri Sep 04 2015 01:15:58 GMT+0800 (Malay Peninsula Standard Time),,s3w187,focus,
Fri Sep 04 2015 01:15:59 GMT+0800 (Malay Peninsula Standard Time),,s3w187,label,","
Fri Sep 04 2015 01:16:03 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
