Fri Sep 04 2015 15:37:07 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 15:37:07 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1142265
Fri Sep 04 2015 15:37:07 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1142265
Fri Sep 04 2015 15:37:07 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1142265
Fri Sep 04 2015 15:37:07 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1142265
Fri Sep 04 2015 15:37:07 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1142265
Fri Sep 04 2015 15:37:23 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 15:37:23 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 15:37:24 GMT+0800 (Malay Peninsula Standard Time),,s0w4,label,"N"
Fri Sep 04 2015 15:37:24 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Sep 04 2015 15:37:25 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Sep 04 2015 15:37:26 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Fri Sep 04 2015 15:37:26 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Fri Sep 04 2015 15:37:27 GMT+0800 (Malay Peninsula Standard Time),,s0w6,label,"N"
Fri Sep 04 2015 15:37:28 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 15:37:28 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 15:37:28 GMT+0800 (Malay Peninsula Standard Time),,s0w7,label,"N"
Fri Sep 04 2015 15:37:29 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 15:37:52 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 15:37:58 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 15:38:04 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 15:38:18 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 15:38:27 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Fri Sep 04 2015 15:38:27 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Fri Sep 04 2015 15:38:27 GMT+0800 (Malay Peninsula Standard Time),,s1w6,label,"N"
Fri Sep 04 2015 15:38:28 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Sep 04 2015 15:38:28 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Sep 04 2015 15:38:36 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 15:38:36 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 15:38:37 GMT+0800 (Malay Peninsula Standard Time),,s1w25,label,"^"
Fri Sep 04 2015 15:38:37 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Sep 04 2015 15:38:37 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Sep 04 2015 15:38:48 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
