Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,1097923
Fri Sep 04 2015 14:31:46 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,1097923
Fri Sep 04 2015 14:31:54 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Sep 04 2015 14:31:54 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Sep 04 2015 14:31:54 GMT+0800 (Malay Peninsula Standard Time),,s0w9,label,"^"
Fri Sep 04 2015 14:31:58 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Fri Sep 04 2015 14:31:58 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Fri Sep 04 2015 14:31:59 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Fri Sep 04 2015 14:31:59 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:31:59 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Fri Sep 04 2015 14:32:00 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Fri Sep 04 2015 14:32:00 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Sep 04 2015 14:32:00 GMT+0800 (Malay Peninsula Standard Time),,s0w8,focus,
Fri Sep 04 2015 14:32:01 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Sep 04 2015 14:32:01 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Fri Sep 04 2015 14:32:01 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Fri Sep 04 2015 14:32:01 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Fri Sep 04 2015 14:32:02 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Fri Sep 04 2015 14:32:02 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Sep 04 2015 14:32:02 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Fri Sep 04 2015 14:32:03 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Fri Sep 04 2015 14:32:03 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Fri Sep 04 2015 14:32:04 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Fri Sep 04 2015 14:32:04 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Sep 04 2015 14:32:04 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Sep 04 2015 14:32:04 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Fri Sep 04 2015 14:32:05 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Fri Sep 04 2015 14:32:05 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Sep 04 2015 14:32:06 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Sep 04 2015 14:32:06 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Sep 04 2015 14:32:06 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Sep 04 2015 14:32:06 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Sep 04 2015 14:32:06 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Sep 04 2015 14:32:07 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Sep 04 2015 14:32:07 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Sep 04 2015 14:32:07 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Sep 04 2015 14:32:08 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Sep 04 2015 14:32:08 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Sep 04 2015 14:32:08 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 14:32:09 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Sep 04 2015 14:32:09 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Sep 04 2015 14:32:09 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Sep 04 2015 14:32:10 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Fri Sep 04 2015 14:32:10 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 14:32:10 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Sep 04 2015 14:32:10 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Fri Sep 04 2015 14:32:11 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Fri Sep 04 2015 14:32:14 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Fri Sep 04 2015 14:32:15 GMT+0800 (Malay Peninsula Standard Time),,s1w34,label,"^"
Fri Sep 04 2015 14:32:16 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Fri Sep 04 2015 14:32:16 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Sep 04 2015 14:32:17 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Sep 04 2015 14:32:17 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Sep 04 2015 14:32:17 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Sep 04 2015 14:32:18 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Sep 04 2015 14:32:18 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Sep 04 2015 14:32:19 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Sep 04 2015 14:32:19 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Sep 04 2015 14:32:19 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Sep 04 2015 14:32:19 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Sep 04 2015 14:32:19 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Sep 04 2015 14:32:20 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Sep 04 2015 14:32:20 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Fri Sep 04 2015 14:32:20 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Fri Sep 04 2015 14:32:21 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Sep 04 2015 14:32:21 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Sep 04 2015 14:32:21 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Sep 04 2015 14:32:21 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Sep 04 2015 14:32:21 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 14:32:21 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Fri Sep 04 2015 14:32:21 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Fri Sep 04 2015 14:32:22 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Fri Sep 04 2015 14:32:22 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Sep 04 2015 14:32:22 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Sep 04 2015 14:32:22 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Fri Sep 04 2015 14:32:22 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Sep 04 2015 14:32:23 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Sep 04 2015 14:32:23 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Sep 04 2015 14:32:23 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Sep 04 2015 14:32:23 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Sep 04 2015 14:32:23 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 14:32:24 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Sep 04 2015 14:32:24 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Fri Sep 04 2015 14:32:24 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Sep 04 2015 14:32:24 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Fri Sep 04 2015 14:32:24 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Fri Sep 04 2015 14:32:24 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Sep 04 2015 14:32:25 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Fri Sep 04 2015 14:32:25 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Fri Sep 04 2015 14:32:25 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Fri Sep 04 2015 14:32:25 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Fri Sep 04 2015 14:32:25 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Fri Sep 04 2015 14:32:25 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Sep 04 2015 14:32:26 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Sep 04 2015 14:32:26 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Sep 04 2015 14:32:26 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Sep 04 2015 14:32:26 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Sep 04 2015 14:32:26 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Sep 04 2015 14:32:26 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Sep 04 2015 14:32:27 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Sep 04 2015 14:32:27 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Sep 04 2015 14:32:27 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Sep 04 2015 14:32:27 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Sep 04 2015 14:32:28 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Sep 04 2015 14:32:28 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Sep 04 2015 14:32:28 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Sep 04 2015 14:32:28 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Sep 04 2015 14:32:28 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Sep 04 2015 14:32:28 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Sep 04 2015 14:32:28 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Sep 04 2015 14:32:29 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Sep 04 2015 14:32:29 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Sep 04 2015 14:32:29 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Sep 04 2015 14:32:29 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Sep 04 2015 14:32:29 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Sep 04 2015 14:32:31 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Sep 04 2015 14:32:31 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Sep 04 2015 14:32:31 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Sep 04 2015 14:32:32 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Sep 04 2015 14:32:32 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Sep 04 2015 14:32:32 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Sep 04 2015 14:32:33 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Sep 04 2015 14:32:33 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Fri Sep 04 2015 14:32:33 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Fri Sep 04 2015 14:32:34 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Fri Sep 04 2015 14:32:34 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:32:35 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Sep 04 2015 14:32:39 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Sep 04 2015 14:32:42 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Sep 04 2015 14:32:45 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:32:47 GMT+0800 (Malay Peninsula Standard Time),,s1w111,label,"U"
Fri Sep 04 2015 14:32:49 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Sep 04 2015 14:32:50 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Fri Sep 04 2015 14:32:51 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Sep 04 2015 14:32:51 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Fri Sep 04 2015 14:32:51 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Fri Sep 04 2015 14:32:52 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
