Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s13,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s14,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s15,twitterId,1084045
Fri Sep 04 2015 13:57:59 GMT+0800 (Malay Peninsula Standard Time),,s16,twitterId,1084045
Fri Sep 04 2015 13:58:01 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Fri Sep 04 2015 13:58:01 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Fri Sep 04 2015 13:58:02 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Fri Sep 04 2015 13:58:03 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Sep 04 2015 13:58:03 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Fri Sep 04 2015 13:58:03 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Fri Sep 04 2015 13:58:04 GMT+0800 (Malay Peninsula Standard Time),,s1w3,label,"N"
Fri Sep 04 2015 13:58:06 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Fri Sep 04 2015 13:58:07 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Fri Sep 04 2015 13:58:20 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Sep 04 2015 13:58:20 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Sep 04 2015 13:58:21 GMT+0800 (Malay Peninsula Standard Time),,s1w18,label,"^"
Fri Sep 04 2015 13:58:23 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Sep 04 2015 13:58:23 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Sep 04 2015 13:59:25 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
