Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,1047797
Fri Sep 04 2015 00:37:47 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,1047797
Fri Sep 04 2015 00:38:18 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Sep 04 2015 00:38:18 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Sep 04 2015 00:38:19 GMT+0800 (Malay Peninsula Standard Time),,s1w10,label,"^"
Fri Sep 04 2015 00:38:20 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Sep 04 2015 00:38:20 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Sep 04 2015 00:38:20 GMT+0800 (Malay Peninsula Standard Time),,s1w11,label,"^"
Fri Sep 04 2015 00:38:22 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Sep 04 2015 00:38:22 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Sep 04 2015 00:38:23 GMT+0800 (Malay Peninsula Standard Time),,s1w14,label,"^"
Fri Sep 04 2015 00:38:30 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 00:38:30 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 00:38:34 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Sep 04 2015 00:38:34 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Sep 04 2015 00:38:35 GMT+0800 (Malay Peninsula Standard Time),,s1w28,label,"^"
Fri Sep 04 2015 00:38:36 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 00:38:36 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 00:38:37 GMT+0800 (Malay Peninsula Standard Time),,s1w30,label,"^"
Fri Sep 04 2015 00:38:42 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Sep 04 2015 00:38:42 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Sep 04 2015 00:38:42 GMT+0800 (Malay Peninsula Standard Time),,s1w39,label,"^"
Fri Sep 04 2015 00:38:48 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Sep 04 2015 00:38:49 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Sep 04 2015 00:38:49 GMT+0800 (Malay Peninsula Standard Time),,s1w50,label,"A"
Fri Sep 04 2015 00:38:50 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Sep 04 2015 00:38:50 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Sep 04 2015 00:38:51 GMT+0800 (Malay Peninsula Standard Time),,s1w51,label,"^"
Fri Sep 04 2015 00:38:53 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Sep 04 2015 00:38:53 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Sep 04 2015 00:38:53 GMT+0800 (Malay Peninsula Standard Time),,s1w52,label,"="
Fri Sep 04 2015 00:38:57 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Sep 04 2015 00:38:57 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Sep 04 2015 00:38:58 GMT+0800 (Malay Peninsula Standard Time),,s1w59,label,"="
Fri Sep 04 2015 00:39:00 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Sep 04 2015 00:39:00 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Sep 04 2015 00:39:00 GMT+0800 (Malay Peninsula Standard Time),,s1w61,label,","
Fri Sep 04 2015 00:39:01 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Sep 04 2015 00:39:01 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Sep 04 2015 00:39:01 GMT+0800 (Malay Peninsula Standard Time),,s1w62,label,","
Fri Sep 04 2015 00:39:03 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Sep 04 2015 00:39:03 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Sep 04 2015 00:39:03 GMT+0800 (Malay Peninsula Standard Time),,s1w63,label,"N"
Fri Sep 04 2015 00:39:04 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Sep 04 2015 00:39:04 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Sep 04 2015 00:39:04 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,","
Fri Sep 04 2015 00:39:05 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Sep 04 2015 00:39:06 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Sep 04 2015 00:39:06 GMT+0800 (Malay Peninsula Standard Time),,s1w65,label,","
