Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,204310
Wed Sep 02 2015 18:18:16 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,204310
Wed Sep 02 2015 18:18:23 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Wed Sep 02 2015 18:18:23 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Wed Sep 02 2015 18:18:24 GMT+0800 (Malay Peninsula Standard Time),,s1w12,label,"G"
Wed Sep 02 2015 18:18:25 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Wed Sep 02 2015 18:18:25 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Wed Sep 02 2015 18:18:25 GMT+0800 (Malay Peninsula Standard Time),,s1w13,label,"G"
Wed Sep 02 2015 18:18:27 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Wed Sep 02 2015 18:18:28 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Wed Sep 02 2015 18:18:28 GMT+0800 (Malay Peninsula Standard Time),,s1w15,label,"^"
Wed Sep 02 2015 18:18:31 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Wed Sep 02 2015 18:18:32 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Wed Sep 02 2015 18:18:32 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"^"
Wed Sep 02 2015 18:18:35 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
