Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s13,twitterId,143388
Wed Sep 02 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s14,twitterId,143388
Wed Sep 02 2015 17:07:54 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 17:07:54 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 17:08:02 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 17:08:03 GMT+0800 (Malay Peninsula Standard Time),,s1w53,label,"V"
Wed Sep 02 2015 17:08:18 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 17:08:28 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Wed Sep 02 2015 17:08:28 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Wed Sep 02 2015 17:08:29 GMT+0800 (Malay Peninsula Standard Time),,s1w87,label,"^"
Wed Sep 02 2015 17:08:39 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Wed Sep 02 2015 17:08:39 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Wed Sep 02 2015 17:08:40 GMT+0800 (Malay Peninsula Standard Time),,s1w110,label,"^"
Wed Sep 02 2015 17:08:50 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Wed Sep 02 2015 17:08:50 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Wed Sep 02 2015 17:08:54 GMT+0800 (Malay Peninsula Standard Time),,s1w129,label,"A"
Wed Sep 02 2015 17:09:07 GMT+0800 (Malay Peninsula Standard Time),,s1w160,focus,
Wed Sep 02 2015 17:09:07 GMT+0800 (Malay Peninsula Standard Time),,s1w160,focus,
Wed Sep 02 2015 17:09:10 GMT+0800 (Malay Peninsula Standard Time),,s1w160,label,"^"
Wed Sep 02 2015 17:09:11 GMT+0800 (Malay Peninsula Standard Time),,s1w162,focus,
Wed Sep 02 2015 17:09:11 GMT+0800 (Malay Peninsula Standard Time),,s1w162,focus,
Wed Sep 02 2015 17:09:12 GMT+0800 (Malay Peninsula Standard Time),,s1w162,focus,
Wed Sep 02 2015 17:09:13 GMT+0800 (Malay Peninsula Standard Time),,s1w162,label,"^"
Wed Sep 02 2015 17:09:14 GMT+0800 (Malay Peninsula Standard Time),,s1w161,focus,
Wed Sep 02 2015 17:09:14 GMT+0800 (Malay Peninsula Standard Time),,s1w161,focus,
Wed Sep 02 2015 17:09:17 GMT+0800 (Malay Peninsula Standard Time),,s1w161,label,","
Wed Sep 02 2015 17:09:19 GMT+0800 (Malay Peninsula Standard Time),,s1w163,focus,
Wed Sep 02 2015 17:09:20 GMT+0800 (Malay Peninsula Standard Time),,s1w163,focus,
Wed Sep 02 2015 17:09:21 GMT+0800 (Malay Peninsula Standard Time),,s1w163,label,","
Wed Sep 02 2015 17:09:26 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Wed Sep 02 2015 17:09:26 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Wed Sep 02 2015 17:09:30 GMT+0800 (Malay Peninsula Standard Time),,s1w169,label,"G"
Wed Sep 02 2015 17:09:31 GMT+0800 (Malay Peninsula Standard Time),,s1w168,focus,
Wed Sep 02 2015 17:09:31 GMT+0800 (Malay Peninsula Standard Time),,s1w168,focus,
Wed Sep 02 2015 17:09:32 GMT+0800 (Malay Peninsula Standard Time),,s1w168,label,"G"
Wed Sep 02 2015 17:09:36 GMT+0800 (Malay Peninsula Standard Time),,s1w170,focus,
Wed Sep 02 2015 17:09:36 GMT+0800 (Malay Peninsula Standard Time),,s1w170,focus,
Wed Sep 02 2015 17:09:39 GMT+0800 (Malay Peninsula Standard Time),,s1w170,label,"N"
Wed Sep 02 2015 17:09:52 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 17:09:52 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 17:09:54 GMT+0800 (Malay Peninsula Standard Time),,s2w13,label,"^"
Wed Sep 02 2015 17:09:54 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Wed Sep 02 2015 17:09:54 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Wed Sep 02 2015 17:09:54 GMT+0800 (Malay Peninsula Standard Time),,s2w15,label,"^"
