Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,162911
Wed Sep 02 2015 18:07:40 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,162911
Wed Sep 02 2015 18:07:47 GMT+0800 (Malay Peninsula Standard Time),,s0w11,focus,
Wed Sep 02 2015 18:07:47 GMT+0800 (Malay Peninsula Standard Time),,s0w11,focus,
Wed Sep 02 2015 18:07:48 GMT+0800 (Malay Peninsula Standard Time),,s0w11,label,"^"
Wed Sep 02 2015 18:07:54 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Wed Sep 02 2015 18:07:54 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Wed Sep 02 2015 18:07:55 GMT+0800 (Malay Peninsula Standard Time),,s1w24,label,"^"
Wed Sep 02 2015 18:07:59 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 18:07:59 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 18:08:00 GMT+0800 (Malay Peninsula Standard Time),,s2w13,label,"^"
