Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,93911
Wed Sep 02 2015 15:13:54 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,93911
Wed Sep 02 2015 15:16:53 GMT+0800 (Malay Peninsula Standard Time),,s7w2,focus,
Wed Sep 02 2015 15:16:53 GMT+0800 (Malay Peninsula Standard Time),,s7w2,focus,
Wed Sep 02 2015 15:16:58 GMT+0800 (Malay Peninsula Standard Time),,s7w2,focus,
Wed Sep 02 2015 15:16:59 GMT+0800 (Malay Peninsula Standard Time),,s7w2,label,"V"
Wed Sep 02 2015 15:19:32 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
