Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s13,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s14,twitterId,211536
Wed Sep 02 2015 18:20:57 GMT+0800 (Malay Peninsula Standard Time),,s15,twitterId,211536
Wed Sep 02 2015 18:21:04 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Wed Sep 02 2015 18:21:04 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Wed Sep 02 2015 18:21:05 GMT+0800 (Malay Peninsula Standard Time),,s1w8,label,"^"
Wed Sep 02 2015 18:21:11 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Wed Sep 02 2015 18:21:11 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Wed Sep 02 2015 18:21:13 GMT+0800 (Malay Peninsula Standard Time),,s1w23,label,"G"
Wed Sep 02 2015 18:21:21 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Wed Sep 02 2015 18:21:23 GMT+0800 (Malay Peninsula Standard Time),,s1w23,label,"N"
Wed Sep 02 2015 18:21:29 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Wed Sep 02 2015 18:21:30 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Wed Sep 02 2015 18:21:35 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Wed Sep 02 2015 18:21:36 GMT+0800 (Malay Peninsula Standard Time),,s1w51,label,"O"
Wed Sep 02 2015 18:21:46 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Wed Sep 02 2015 18:21:46 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Wed Sep 02 2015 18:21:47 GMT+0800 (Malay Peninsula Standard Time),,s3w4,label,"^"
Wed Sep 02 2015 18:21:49 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Wed Sep 02 2015 18:21:49 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Wed Sep 02 2015 18:21:49 GMT+0800 (Malay Peninsula Standard Time),,s3w12,label,"^"
Wed Sep 02 2015 18:21:54 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Wed Sep 02 2015 18:21:54 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Wed Sep 02 2015 18:21:54 GMT+0800 (Malay Peninsula Standard Time),,s3w26,label,"^"
Wed Sep 02 2015 18:22:04 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Wed Sep 02 2015 18:22:08 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Wed Sep 02 2015 18:22:21 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Wed Sep 02 2015 18:22:27 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Wed Sep 02 2015 18:22:27 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
