Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s13,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s14,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s15,twitterId,156852
Wed Sep 02 2015 17:14:23 GMT+0800 (Malay Peninsula Standard Time),,s16,twitterId,156852
Wed Sep 02 2015 17:14:39 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Wed Sep 02 2015 17:14:39 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Wed Sep 02 2015 17:14:40 GMT+0800 (Malay Peninsula Standard Time),,s1w12,label,"^"
Wed Sep 02 2015 17:14:49 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Wed Sep 02 2015 17:14:49 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Wed Sep 02 2015 17:14:51 GMT+0800 (Malay Peninsula Standard Time),,s1w20,label,"O"
Wed Sep 02 2015 17:23:16 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Wed Sep 02 2015 17:23:16 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Wed Sep 02 2015 17:23:18 GMT+0800 (Malay Peninsula Standard Time),,s2w36,label,"^"
Wed Sep 02 2015 17:23:22 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Wed Sep 02 2015 17:23:22 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Wed Sep 02 2015 17:23:24 GMT+0800 (Malay Peninsula Standard Time),,s2w43,label,"^"
Wed Sep 02 2015 17:23:28 GMT+0800 (Malay Peninsula Standard Time),,s2w54,focus,
Wed Sep 02 2015 17:23:28 GMT+0800 (Malay Peninsula Standard Time),,s2w54,focus,
Wed Sep 02 2015 17:23:28 GMT+0800 (Malay Peninsula Standard Time),,s2w54,label,"^"
Wed Sep 02 2015 17:23:39 GMT+0800 (Malay Peninsula Standard Time),,s2w90,focus,
Wed Sep 02 2015 17:23:39 GMT+0800 (Malay Peninsula Standard Time),,s2w90,focus,
Wed Sep 02 2015 17:23:47 GMT+0800 (Malay Peninsula Standard Time),,s2w90,label,"$"
Wed Sep 02 2015 17:23:50 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Wed Sep 02 2015 17:23:51 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Wed Sep 02 2015 17:23:51 GMT+0800 (Malay Peninsula Standard Time),,s2w22,label,"$"
Wed Sep 02 2015 17:23:59 GMT+0800 (Malay Peninsula Standard Time),,s2w96,focus,
Wed Sep 02 2015 17:23:59 GMT+0800 (Malay Peninsula Standard Time),,s2w96,focus,
Wed Sep 02 2015 17:24:06 GMT+0800 (Malay Peninsula Standard Time),,s2w96,label,"N"
Wed Sep 02 2015 17:24:08 GMT+0800 (Malay Peninsula Standard Time),,s2w99,focus,
Wed Sep 02 2015 17:24:08 GMT+0800 (Malay Peninsula Standard Time),,s2w99,focus,
Wed Sep 02 2015 17:24:09 GMT+0800 (Malay Peninsula Standard Time),,s2w99,label,"^"
Wed Sep 02 2015 17:24:13 GMT+0800 (Malay Peninsula Standard Time),,s2w98,focus,
Wed Sep 02 2015 17:24:13 GMT+0800 (Malay Peninsula Standard Time),,s2w98,focus,
Wed Sep 02 2015 17:24:15 GMT+0800 (Malay Peninsula Standard Time),,s2w98,label,","
Wed Sep 02 2015 17:24:16 GMT+0800 (Malay Peninsula Standard Time),,s2w100,focus,
Wed Sep 02 2015 17:24:16 GMT+0800 (Malay Peninsula Standard Time),,s2w100,focus,
Wed Sep 02 2015 17:24:17 GMT+0800 (Malay Peninsula Standard Time),,s2w100,label,","
Wed Sep 02 2015 17:24:48 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Wed Sep 02 2015 17:24:48 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Wed Sep 02 2015 17:24:51 GMT+0800 (Malay Peninsula Standard Time),,s3w18,label,"N"
Wed Sep 02 2015 17:24:56 GMT+0800 (Malay Peninsula Standard Time),,s5w29,focus,
Wed Sep 02 2015 17:24:57 GMT+0800 (Malay Peninsula Standard Time),,s5w29,focus,
Wed Sep 02 2015 17:24:57 GMT+0800 (Malay Peninsula Standard Time),,s5w12,focus,
Wed Sep 02 2015 17:24:57 GMT+0800 (Malay Peninsula Standard Time),,s5w12,focus,
Wed Sep 02 2015 17:24:58 GMT+0800 (Malay Peninsula Standard Time),,s5w12,label,"^"
Wed Sep 02 2015 17:25:07 GMT+0800 (Malay Peninsula Standard Time),,s5w49,focus,
Wed Sep 02 2015 17:25:08 GMT+0800 (Malay Peninsula Standard Time),,s5w49,focus,
Wed Sep 02 2015 17:25:15 GMT+0800 (Malay Peninsula Standard Time),,s5w71,focus,
Wed Sep 02 2015 17:25:15 GMT+0800 (Malay Peninsula Standard Time),,s5w71,focus,
Wed Sep 02 2015 17:25:15 GMT+0800 (Malay Peninsula Standard Time),,s5w71,label,"^"
Wed Sep 02 2015 17:25:19 GMT+0800 (Malay Peninsula Standard Time),,s5w63,focus,
