Wed Sep 02 2015 18:26:52 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 18:26:52 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,218144
Wed Sep 02 2015 18:26:52 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,218144
Wed Sep 02 2015 18:26:52 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,218144
Wed Sep 02 2015 18:26:52 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,218144
Wed Sep 02 2015 18:26:52 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,218144
Wed Sep 02 2015 18:26:52 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,218144
Wed Sep 02 2015 18:27:00 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 18:27:00 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Wed Sep 02 2015 18:27:01 GMT+0800 (Malay Peninsula Standard Time),,s0w1,label,"^"
Wed Sep 02 2015 18:27:04 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Wed Sep 02 2015 18:27:04 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Wed Sep 02 2015 18:27:04 GMT+0800 (Malay Peninsula Standard Time),,s1w5,label,"^"
Wed Sep 02 2015 18:27:05 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Wed Sep 02 2015 18:27:05 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Wed Sep 02 2015 18:27:05 GMT+0800 (Malay Peninsula Standard Time),,s1w9,label,"^"
Wed Sep 02 2015 18:27:17 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Wed Sep 02 2015 18:27:17 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Wed Sep 02 2015 18:27:18 GMT+0800 (Malay Peninsula Standard Time),,s1w51,label,"^"
Wed Sep 02 2015 18:27:18 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 18:27:18 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 18:27:28 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Wed Sep 02 2015 18:27:28 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Wed Sep 02 2015 18:27:41 GMT+0800 (Malay Peninsula Standard Time),,s2w1,label,"G"
Wed Sep 02 2015 18:27:43 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Wed Sep 02 2015 18:27:43 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Wed Sep 02 2015 18:27:43 GMT+0800 (Malay Peninsula Standard Time),,s2w8,label,"T"
Wed Sep 02 2015 18:27:44 GMT+0800 (Malay Peninsula Standard Time),,s2w8,label,"^"
Wed Sep 02 2015 18:28:00 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Wed Sep 02 2015 18:28:00 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Wed Sep 02 2015 18:28:01 GMT+0800 (Malay Peninsula Standard Time),,s2w33,label,"G"
Wed Sep 02 2015 18:28:03 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Wed Sep 02 2015 18:28:03 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Wed Sep 02 2015 18:28:03 GMT+0800 (Malay Peninsula Standard Time),,s2w35,label,"G"
Wed Sep 02 2015 18:28:04 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Wed Sep 02 2015 18:28:04 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Wed Sep 02 2015 18:28:04 GMT+0800 (Malay Peninsula Standard Time),,s2w36,label,"G"
Wed Sep 02 2015 18:28:05 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Wed Sep 02 2015 18:28:05 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Wed Sep 02 2015 18:28:07 GMT+0800 (Malay Peninsula Standard Time),,s2w37,label,"^"
Wed Sep 02 2015 18:28:08 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Wed Sep 02 2015 18:28:08 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
