Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s13,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s14,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s15,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s16,twitterId,607176
Fri Sep 04 2015 14:56:34 GMT+0800 (Malay Peninsula Standard Time),,s17,twitterId,607176
