Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,415863
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,415863
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,415863
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,415863
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,415863
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,415863
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,415863
Fri Aug 21 2015 16:23:34 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,415863
Fri Aug 21 2015 16:23:45 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Fri Aug 21 2015 16:23:52 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Fri Aug 21 2015 16:23:56 GMT+0800 (Malay Peninsula Standard Time),,s0w3,focus,
Fri Aug 21 2015 16:23:57 GMT+0800 (Malay Peninsula Standard Time),,s0w3,label,"V"
Fri Aug 21 2015 16:23:58 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Aug 21 2015 16:24:00 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Fri Aug 21 2015 16:24:03 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Fri Aug 21 2015 16:24:04 GMT+0800 (Malay Peninsula Standard Time),,s0w7,focus,
Fri Aug 21 2015 16:24:05 GMT+0800 (Malay Peninsula Standard Time),,s0w8,focus,
Fri Aug 21 2015 16:24:05 GMT+0800 (Malay Peninsula Standard Time),,s0w9,focus,
Fri Aug 21 2015 16:24:05 GMT+0800 (Malay Peninsula Standard Time),,s0w10,focus,
Fri Aug 21 2015 16:24:06 GMT+0800 (Malay Peninsula Standard Time),,s1w1,focus,
Fri Aug 21 2015 16:24:07 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Fri Aug 21 2015 16:24:07 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Fri Aug 21 2015 16:24:08 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Fri Aug 21 2015 16:24:08 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Aug 21 2015 16:24:09 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Fri Aug 21 2015 16:24:10 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Fri Aug 21 2015 16:24:10 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Fri Aug 21 2015 16:24:11 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Fri Aug 21 2015 16:24:12 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Aug 21 2015 16:24:12 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Aug 21 2015 16:24:13 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Fri Aug 21 2015 16:24:13 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Fri Aug 21 2015 16:24:13 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Aug 21 2015 16:24:14 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Aug 21 2015 16:24:15 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Aug 21 2015 16:24:16 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Aug 21 2015 16:24:16 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Aug 21 2015 16:24:17 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Aug 21 2015 16:24:19 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Aug 21 2015 16:24:20 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Aug 21 2015 16:24:21 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Aug 21 2015 16:24:25 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Aug 21 2015 16:24:29 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Aug 21 2015 16:24:30 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Aug 21 2015 16:24:31 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Aug 21 2015 16:24:47 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"R"
Fri Aug 21 2015 16:25:55 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Aug 21 2015 16:25:57 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"D"
Fri Aug 21 2015 16:26:02 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Aug 21 2015 16:26:10 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Aug 21 2015 16:26:21 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Fri Aug 21 2015 16:26:22 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Aug 21 2015 16:26:22 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Aug 21 2015 16:26:23 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Fri Aug 21 2015 16:26:23 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Fri Aug 21 2015 16:26:24 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Fri Aug 21 2015 16:26:29 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Fri Aug 21 2015 16:26:34 GMT+0800 (Malay Peninsula Standard Time),,s1w35,label,"A"
Fri Aug 21 2015 16:26:47 GMT+0800 (Malay Peninsula Standard Time),,s1w35,label,"V"
Fri Aug 21 2015 16:26:49 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Aug 21 2015 16:26:50 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Aug 21 2015 16:26:51 GMT+0800 (Malay Peninsula Standard Time),,s1w37,label,"^"
Fri Aug 21 2015 16:26:52 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Aug 21 2015 16:26:53 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 16:26:54 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 16:26:55 GMT+0800 (Malay Peninsula Standard Time),,s1w40,label,"^"
Fri Aug 21 2015 16:26:56 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 16:26:57 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 16:26:59 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 16:27:04 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 16:27:12 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 16:27:13 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 16:27:14 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 16:27:25 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Fri Aug 21 2015 16:27:32 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 16:27:32 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 16:28:08 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 16:28:08 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 16:28:26 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Fri Aug 21 2015 16:28:27 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Fri Aug 21 2015 16:28:27 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Aug 21 2015 16:28:27 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Aug 21 2015 16:28:28 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Aug 21 2015 16:28:29 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Aug 21 2015 16:28:29 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Aug 21 2015 16:28:30 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Fri Aug 21 2015 16:28:30 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Fri Aug 21 2015 16:28:31 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Fri Aug 21 2015 16:28:31 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Aug 21 2015 16:28:38 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Aug 21 2015 16:28:42 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Aug 21 2015 16:28:42 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Aug 21 2015 16:28:48 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Aug 21 2015 16:28:50 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Fri Aug 21 2015 16:28:51 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Aug 21 2015 16:28:53 GMT+0800 (Malay Peninsula Standard Time),,s1w61,label,"N"
Fri Aug 21 2015 16:28:56 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Aug 21 2015 16:28:56 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Aug 21 2015 16:28:56 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Aug 21 2015 16:28:57 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 16:28:58 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Aug 21 2015 16:28:59 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Aug 21 2015 16:29:00 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Fri Aug 21 2015 16:29:01 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Aug 21 2015 16:29:01 GMT+0800 (Malay Peninsula Standard Time),,s1w69,label,","
Fri Aug 21 2015 16:29:03 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Fri Aug 21 2015 16:29:05 GMT+0800 (Malay Peninsula Standard Time),,s1w70,label,"^"
Fri Aug 21 2015 16:29:06 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Fri Aug 21 2015 16:29:07 GMT+0800 (Malay Peninsula Standard Time),,s1w71,label,","
Fri Aug 21 2015 16:29:09 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Aug 21 2015 16:29:10 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Fri Aug 21 2015 16:29:11 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Fri Aug 21 2015 16:29:13 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Fri Aug 21 2015 16:29:13 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Fri Aug 21 2015 16:29:14 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Fri Aug 21 2015 16:29:15 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Aug 21 2015 16:29:15 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Aug 21 2015 16:29:16 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Aug 21 2015 16:29:16 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Aug 21 2015 16:29:21 GMT+0800 (Malay Peninsula Standard Time),,s1w81,label,"^"
Fri Aug 21 2015 16:29:24 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Aug 21 2015 16:29:25 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Aug 21 2015 16:29:28 GMT+0800 (Malay Peninsula Standard Time),,s1w83,label,"N"
Fri Aug 21 2015 16:29:29 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Aug 21 2015 16:29:33 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Aug 21 2015 16:29:33 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Aug 21 2015 16:30:04 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Aug 21 2015 16:30:04 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Aug 21 2015 16:30:05 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Aug 21 2015 16:30:06 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Aug 21 2015 16:30:07 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Aug 21 2015 16:30:08 GMT+0800 (Malay Peninsula Standard Time),,s1w91,label,"^"
Fri Aug 21 2015 16:30:09 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 16:30:10 GMT+0800 (Malay Peninsula Standard Time),,s1w92,label,","
Fri Aug 21 2015 16:30:10 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Aug 21 2015 16:30:13 GMT+0800 (Malay Peninsula Standard Time),,s1w93,label,"^"
Fri Aug 21 2015 16:30:15 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 16:30:16 GMT+0800 (Malay Peninsula Standard Time),,s1w94,label,","
Fri Aug 21 2015 16:30:17 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Aug 21 2015 16:30:18 GMT+0800 (Malay Peninsula Standard Time),,s1w95,label,"^"
Fri Aug 21 2015 16:30:19 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Aug 21 2015 16:30:21 GMT+0800 (Malay Peninsula Standard Time),,s1w96,label,","
Fri Aug 21 2015 16:30:21 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Aug 21 2015 16:30:23 GMT+0800 (Malay Peninsula Standard Time),,s1w97,label,"^"
Fri Aug 21 2015 16:30:24 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Aug 21 2015 16:30:24 GMT+0800 (Malay Peninsula Standard Time),,s1w98,label,","
Fri Aug 21 2015 16:30:25 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Aug 21 2015 16:30:27 GMT+0800 (Malay Peninsula Standard Time),,s1w99,label,"^"
Fri Aug 21 2015 16:30:27 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Aug 21 2015 16:30:30 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Aug 21 2015 16:30:31 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Aug 21 2015 16:30:31 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Aug 21 2015 16:30:32 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Aug 21 2015 16:30:33 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Aug 21 2015 16:30:33 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Aug 21 2015 16:30:33 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Aug 21 2015 16:30:39 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Aug 21 2015 16:30:39 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Aug 21 2015 16:30:43 GMT+0800 (Malay Peninsula Standard Time),,s1w99,label,"G"
Fri Aug 21 2015 16:30:52 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Aug 21 2015 16:30:54 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Aug 21 2015 16:30:54 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Aug 21 2015 16:30:54 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Aug 21 2015 16:30:55 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Aug 21 2015 16:30:56 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Aug 21 2015 16:30:56 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Aug 21 2015 16:30:57 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Aug 21 2015 16:30:58 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Fri Aug 21 2015 16:30:58 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Fri Aug 21 2015 16:30:59 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Fri Aug 21 2015 16:31:00 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Aug 21 2015 16:31:00 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Aug 21 2015 16:31:01 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Fri Aug 21 2015 16:31:02 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Aug 21 2015 16:31:02 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Fri Aug 21 2015 16:31:02 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Fri Aug 21 2015 16:31:03 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Fri Aug 21 2015 16:31:03 GMT+0800 (Malay Peninsula Standard Time),,s1w118,focus,
Fri Aug 21 2015 16:31:04 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Fri Aug 21 2015 16:31:05 GMT+0800 (Malay Peninsula Standard Time),,s1w120,focus,
Fri Aug 21 2015 16:31:06 GMT+0800 (Malay Peninsula Standard Time),,s1w121,focus,
Fri Aug 21 2015 16:31:08 GMT+0800 (Malay Peninsula Standard Time),,s1w121,label,"^"
Fri Aug 21 2015 16:31:10 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Fri Aug 21 2015 16:31:10 GMT+0800 (Malay Peninsula Standard Time),,s1w123,focus,
Fri Aug 21 2015 16:31:11 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Fri Aug 21 2015 16:31:12 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Fri Aug 21 2015 16:31:12 GMT+0800 (Malay Peninsula Standard Time),,s1w126,focus,
Fri Aug 21 2015 16:31:12 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Fri Aug 21 2015 16:31:13 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Fri Aug 21 2015 16:31:13 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Fri Aug 21 2015 16:31:13 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Fri Aug 21 2015 16:31:14 GMT+0800 (Malay Peninsula Standard Time),,s1w131,focus,
Fri Aug 21 2015 16:31:15 GMT+0800 (Malay Peninsula Standard Time),,s1w132,focus,
Fri Aug 21 2015 16:31:15 GMT+0800 (Malay Peninsula Standard Time),,s1w133,focus,
Fri Aug 21 2015 16:31:16 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Fri Aug 21 2015 16:31:16 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Fri Aug 21 2015 16:31:17 GMT+0800 (Malay Peninsula Standard Time),,s1w136,focus,
Fri Aug 21 2015 16:31:18 GMT+0800 (Malay Peninsula Standard Time),,s1w137,focus,
Fri Aug 21 2015 16:31:18 GMT+0800 (Malay Peninsula Standard Time),,s1w138,focus,
Fri Aug 21 2015 16:31:18 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Fri Aug 21 2015 16:31:19 GMT+0800 (Malay Peninsula Standard Time),,s1w140,focus,
Fri Aug 21 2015 16:31:19 GMT+0800 (Malay Peninsula Standard Time),,s1w141,focus,
Fri Aug 21 2015 16:31:24 GMT+0800 (Malay Peninsula Standard Time),,s1w141,label,"A"
Fri Aug 21 2015 16:31:27 GMT+0800 (Malay Peninsula Standard Time),,s1w142,focus,
Fri Aug 21 2015 16:31:29 GMT+0800 (Malay Peninsula Standard Time),,s1w143,focus,
Fri Aug 21 2015 16:31:30 GMT+0800 (Malay Peninsula Standard Time),,s1w144,focus,
Fri Aug 21 2015 16:31:34 GMT+0800 (Malay Peninsula Standard Time),,s1w144,label,"X"
Fri Aug 21 2015 16:31:38 GMT+0800 (Malay Peninsula Standard Time),,s1w145,focus,
Fri Aug 21 2015 16:31:39 GMT+0800 (Malay Peninsula Standard Time),,s1w146,focus,
Fri Aug 21 2015 16:31:39 GMT+0800 (Malay Peninsula Standard Time),,s1w147,focus,
Fri Aug 21 2015 16:31:39 GMT+0800 (Malay Peninsula Standard Time),,s1w148,focus,
Fri Aug 21 2015 16:31:41 GMT+0800 (Malay Peninsula Standard Time),,s1w149,focus,
Fri Aug 21 2015 16:31:42 GMT+0800 (Malay Peninsula Standard Time),,s1w150,focus,
Fri Aug 21 2015 16:31:42 GMT+0800 (Malay Peninsula Standard Time),,s1w151,focus,
Fri Aug 21 2015 16:31:43 GMT+0800 (Malay Peninsula Standard Time),,s1w152,focus,
Fri Aug 21 2015 16:31:43 GMT+0800 (Malay Peninsula Standard Time),,s1w153,focus,
Fri Aug 21 2015 16:31:43 GMT+0800 (Malay Peninsula Standard Time),,s1w154,focus,
Fri Aug 21 2015 16:31:43 GMT+0800 (Malay Peninsula Standard Time),,s1w155,focus,
Fri Aug 21 2015 16:31:43 GMT+0800 (Malay Peninsula Standard Time),,s1w156,focus,
Fri Aug 21 2015 16:31:44 GMT+0800 (Malay Peninsula Standard Time),,s1w157,focus,
Fri Aug 21 2015 16:31:45 GMT+0800 (Malay Peninsula Standard Time),,s1w158,focus,
Fri Aug 21 2015 16:31:45 GMT+0800 (Malay Peninsula Standard Time),,s1w159,focus,
Fri Aug 21 2015 16:31:46 GMT+0800 (Malay Peninsula Standard Time),,s1w160,focus,
Fri Aug 21 2015 16:31:46 GMT+0800 (Malay Peninsula Standard Time),,s1w161,focus,
Fri Aug 21 2015 16:31:47 GMT+0800 (Malay Peninsula Standard Time),,s1w161,label,"N"
Fri Aug 21 2015 16:31:47 GMT+0800 (Malay Peninsula Standard Time),,s1w162,focus,
Fri Aug 21 2015 16:31:48 GMT+0800 (Malay Peninsula Standard Time),,s1w163,focus,
Fri Aug 21 2015 16:31:48 GMT+0800 (Malay Peninsula Standard Time),,s1w164,focus,
Fri Aug 21 2015 16:31:49 GMT+0800 (Malay Peninsula Standard Time),,s1w165,focus,
Fri Aug 21 2015 16:31:49 GMT+0800 (Malay Peninsula Standard Time),,s1w166,focus,
Fri Aug 21 2015 16:31:49 GMT+0800 (Malay Peninsula Standard Time),,s1w167,focus,
Fri Aug 21 2015 16:31:49 GMT+0800 (Malay Peninsula Standard Time),,s1w168,focus,
Fri Aug 21 2015 16:31:50 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Fri Aug 21 2015 16:31:50 GMT+0800 (Malay Peninsula Standard Time),,s1w170,focus,
Fri Aug 21 2015 16:31:50 GMT+0800 (Malay Peninsula Standard Time),,s1w171,focus,
