Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1178713
Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1178713
Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1178713
Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1178713
Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1178713
Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1178713
Thu Sep 03 2015 09:47:55 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Thu Sep 03 2015 09:47:55 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Thu Sep 03 2015 09:47:56 GMT+0800 (Malay Peninsula Standard Time),,s0w1,label,"^"
Thu Sep 03 2015 09:47:59 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Thu Sep 03 2015 09:47:59 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Thu Sep 03 2015 09:48:28 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Thu Sep 03 2015 09:48:28 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Thu Sep 03 2015 09:48:28 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Thu Sep 03 2015 09:48:33 GMT+0800 (Malay Peninsula Standard Time),,s0w4,label,"^"
Thu Sep 03 2015 09:48:37 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Thu Sep 03 2015 09:48:37 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Thu Sep 03 2015 09:48:38 GMT+0800 (Malay Peninsula Standard Time),,s1w4,label,"^"
Thu Sep 03 2015 09:48:44 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Thu Sep 03 2015 09:48:45 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Thu Sep 03 2015 09:48:46 GMT+0800 (Malay Peninsula Standard Time),,s1w7,label,"^"
Thu Sep 03 2015 09:48:49 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Thu Sep 03 2015 09:48:49 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Thu Sep 03 2015 09:48:51 GMT+0800 (Malay Peninsula Standard Time),,s1w10,label,"^"
Thu Sep 03 2015 09:49:36 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Thu Sep 03 2015 09:51:19 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Thu Sep 03 2015 09:51:19 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Thu Sep 03 2015 09:51:20 GMT+0800 (Malay Peninsula Standard Time),,s1w21,label,"^"
Thu Sep 03 2015 09:51:30 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Thu Sep 03 2015 09:51:30 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Thu Sep 03 2015 09:51:32 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"V"
Thu Sep 03 2015 09:51:35 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"N"
Thu Sep 03 2015 09:51:36 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Thu Sep 03 2015 09:51:37 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Thu Sep 03 2015 09:51:44 GMT+0800 (Malay Peninsula Standard Time),,s1w28,label,"N"
Thu Sep 03 2015 09:51:45 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Thu Sep 03 2015 09:51:46 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Thu Sep 03 2015 09:51:58 GMT+0800 (Malay Peninsula Standard Time),,s1w30,label,"O"
Thu Sep 03 2015 09:51:59 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
