Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1168258
Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1168258
Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1168258
Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1168258
Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1168258
Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1168258
Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1168258
Wed Sep 02 2015 21:40:44 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Wed Sep 02 2015 21:40:44 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Wed Sep 02 2015 21:40:46 GMT+0800 (Malay Peninsula Standard Time),,s1w28,label,"^"
Wed Sep 02 2015 21:41:12 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Wed Sep 02 2015 21:41:12 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Wed Sep 02 2015 21:41:13 GMT+0800 (Malay Peninsula Standard Time),,s1w54,label,"^"
Wed Sep 02 2015 21:41:19 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Wed Sep 02 2015 21:41:19 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Wed Sep 02 2015 21:41:20 GMT+0800 (Malay Peninsula Standard Time),,s1w61,label,"N"
Wed Sep 02 2015 21:41:30 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Wed Sep 02 2015 21:41:30 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Wed Sep 02 2015 21:41:32 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"A"
Wed Sep 02 2015 21:41:39 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Wed Sep 02 2015 21:41:39 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Wed Sep 02 2015 21:41:40 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"R"
Wed Sep 02 2015 21:42:15 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Wed Sep 02 2015 21:42:15 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Wed Sep 02 2015 21:42:16 GMT+0800 (Malay Peninsula Standard Time),,s3w12,label,"V"
Wed Sep 02 2015 21:42:25 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Wed Sep 02 2015 21:42:25 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Wed Sep 02 2015 21:42:27 GMT+0800 (Malay Peninsula Standard Time),,s3w11,label,"O"
Wed Sep 02 2015 21:42:44 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Wed Sep 02 2015 21:42:44 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Wed Sep 02 2015 21:42:46 GMT+0800 (Malay Peninsula Standard Time),,s3w26,label,"^"
Wed Sep 02 2015 21:42:51 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Wed Sep 02 2015 21:42:51 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Wed Sep 02 2015 21:42:51 GMT+0800 (Malay Peninsula Standard Time),,s3w31,label,"^"
Wed Sep 02 2015 21:43:00 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Wed Sep 02 2015 21:43:00 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Wed Sep 02 2015 21:43:02 GMT+0800 (Malay Peninsula Standard Time),,s4w8,label,"^"
Wed Sep 02 2015 21:43:04 GMT+0800 (Malay Peninsula Standard Time),,s4w8,label,"V"
Wed Sep 02 2015 21:43:27 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Wed Sep 02 2015 21:43:27 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Wed Sep 02 2015 21:43:28 GMT+0800 (Malay Peninsula Standard Time),,s4w21,label,"U"
Wed Sep 02 2015 21:43:37 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Wed Sep 02 2015 21:43:37 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
