Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1234700
Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1234700
Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1234700
Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1234700
Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1234700
Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1234700
Thu Sep 03 2015 19:42:03 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Thu Sep 03 2015 19:42:03 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Thu Sep 03 2015 19:42:05 GMT+0800 (Malay Peninsula Standard Time),,s0w1,label,"V"
Thu Sep 03 2015 19:42:10 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Thu Sep 03 2015 19:42:10 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Thu Sep 03 2015 19:42:11 GMT+0800 (Malay Peninsula Standard Time),,s0w6,label,"N"
Thu Sep 03 2015 19:42:31 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Thu Sep 03 2015 19:42:31 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Thu Sep 03 2015 19:42:32 GMT+0800 (Malay Peninsula Standard Time),,s1w4,label,"X"
Thu Sep 03 2015 19:42:51 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Thu Sep 03 2015 19:43:16 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Thu Sep 03 2015 19:53:03 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Thu Sep 03 2015 19:53:03 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Thu Sep 03 2015 19:53:23 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Thu Sep 03 2015 19:53:23 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Thu Sep 03 2015 19:53:25 GMT+0800 (Malay Peninsula Standard Time),,s2w18,label,"N"
Thu Sep 03 2015 19:53:37 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Thu Sep 03 2015 19:53:37 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Thu Sep 03 2015 19:53:38 GMT+0800 (Malay Peninsula Standard Time),,s2w43,label,"V"
Thu Sep 03 2015 19:53:50 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Thu Sep 03 2015 19:54:01 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 19:54:01 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 19:54:03 GMT+0800 (Malay Peninsula Standard Time),,s3w16,label,"N"
Thu Sep 03 2015 19:54:05 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Thu Sep 03 2015 19:54:05 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Thu Sep 03 2015 19:54:06 GMT+0800 (Malay Peninsula Standard Time),,s3w18,label,","
Thu Sep 03 2015 19:54:23 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 19:54:23 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 19:54:25 GMT+0800 (Malay Peninsula Standard Time),,s3w37,label,"A"
Thu Sep 03 2015 19:54:26 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 19:54:27 GMT+0800 (Malay Peninsula Standard Time),,s3w37,label,"R"
Thu Sep 03 2015 19:54:28 GMT+0800 (Malay Peninsula Standard Time),,s3w37,label,"A"
Thu Sep 03 2015 19:54:43 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Thu Sep 03 2015 19:54:43 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
