Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,1238628
Thu Sep 03 2015 19:59:13 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,1238628
Thu Sep 03 2015 19:59:34 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Thu Sep 03 2015 19:59:34 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Thu Sep 03 2015 19:59:36 GMT+0800 (Malay Peninsula Standard Time),,s0w4,label,"N"
Thu Sep 03 2015 19:59:58 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Thu Sep 03 2015 20:00:12 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Thu Sep 03 2015 20:00:12 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Thu Sep 03 2015 20:00:13 GMT+0800 (Malay Peninsula Standard Time),,s1w8,label,"A"
Thu Sep 03 2015 20:00:14 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Thu Sep 03 2015 20:00:14 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Thu Sep 03 2015 20:00:16 GMT+0800 (Malay Peninsula Standard Time),,s1w9,label,"^"
Thu Sep 03 2015 20:00:31 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Thu Sep 03 2015 20:00:31 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Thu Sep 03 2015 20:00:32 GMT+0800 (Malay Peninsula Standard Time),,s0w1,label,"^"
Thu Sep 03 2015 20:00:33 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Thu Sep 03 2015 20:00:34 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Thu Sep 03 2015 20:00:34 GMT+0800 (Malay Peninsula Standard Time),,s1w28,label,"^"
Thu Sep 03 2015 20:00:52 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Thu Sep 03 2015 20:00:52 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Thu Sep 03 2015 20:00:54 GMT+0800 (Malay Peninsula Standard Time),,s1w54,label,"^"
Thu Sep 03 2015 20:01:01 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Thu Sep 03 2015 20:01:01 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Thu Sep 03 2015 20:01:02 GMT+0800 (Malay Peninsula Standard Time),,s1w65,label,"^"
Thu Sep 03 2015 20:01:27 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Thu Sep 03 2015 20:01:28 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Thu Sep 03 2015 20:01:29 GMT+0800 (Malay Peninsula Standard Time),,s1w77,label,"R"
Thu Sep 03 2015 20:01:44 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Thu Sep 03 2015 20:01:44 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Thu Sep 03 2015 20:01:44 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Thu Sep 03 2015 20:01:45 GMT+0800 (Malay Peninsula Standard Time),,s1w91,label,"^"
Thu Sep 03 2015 20:01:56 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Thu Sep 03 2015 20:01:57 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Thu Sep 03 2015 20:01:57 GMT+0800 (Malay Peninsula Standard Time),,s1w108,label,"G"
Thu Sep 03 2015 20:02:00 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Thu Sep 03 2015 20:02:00 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Thu Sep 03 2015 20:02:01 GMT+0800 (Malay Peninsula Standard Time),,s1w111,label,"^"
Thu Sep 03 2015 20:03:01 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Thu Sep 03 2015 20:03:01 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Thu Sep 03 2015 20:03:15 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Thu Sep 03 2015 20:03:15 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Thu Sep 03 2015 20:03:18 GMT+0800 (Malay Peninsula Standard Time),,s1w139,label,"O"
Thu Sep 03 2015 20:03:35 GMT+0800 (Malay Peninsula Standard Time),,s1w160,focus,
Thu Sep 03 2015 20:03:35 GMT+0800 (Malay Peninsula Standard Time),,s1w160,focus,
Thu Sep 03 2015 20:03:37 GMT+0800 (Malay Peninsula Standard Time),,s1w160,label,"^"
