Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1145928
Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1145928
Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1145928
Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1145928
Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1145928
Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1145928
Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1145928
Wed Sep 02 2015 18:43:13 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 18:43:13 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 18:43:16 GMT+0800 (Malay Peninsula Standard Time),,s0w2,label,"V"
Wed Sep 02 2015 18:44:04 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Wed Sep 02 2015 18:44:04 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Wed Sep 02 2015 18:44:04 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Wed Sep 02 2015 18:44:06 GMT+0800 (Malay Peninsula Standard Time),,s1w4,label,"D"
Wed Sep 02 2015 18:44:28 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 18:44:28 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 18:44:30 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Wed Sep 02 2015 18:44:31 GMT+0800 (Malay Peninsula Standard Time),,s1w3,label,"V"
Wed Sep 02 2015 18:45:21 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Wed Sep 02 2015 18:45:21 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Wed Sep 02 2015 18:45:23 GMT+0800 (Malay Peninsula Standard Time),,s1w11,label,"A"
Wed Sep 02 2015 18:45:45 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Wed Sep 02 2015 18:45:56 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Wed Sep 02 2015 18:45:57 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Wed Sep 02 2015 18:46:05 GMT+0800 (Malay Peninsula Standard Time),,s1w16,label,"^"
Wed Sep 02 2015 18:46:08 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Wed Sep 02 2015 18:46:08 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Wed Sep 02 2015 18:46:09 GMT+0800 (Malay Peninsula Standard Time),,s1w18,label,"^"
Wed Sep 02 2015 18:46:51 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Wed Sep 02 2015 18:46:51 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Wed Sep 02 2015 18:46:51 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Wed Sep 02 2015 18:46:55 GMT+0800 (Malay Peninsula Standard Time),,s1w19,label,"&"
Wed Sep 02 2015 18:47:10 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Wed Sep 02 2015 18:47:10 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Wed Sep 02 2015 18:47:15 GMT+0800 (Malay Peninsula Standard Time),,s1w20,label,"O"
Wed Sep 02 2015 18:47:20 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Wed Sep 02 2015 18:47:20 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Wed Sep 02 2015 18:47:22 GMT+0800 (Malay Peninsula Standard Time),,s1w21,label,"V"
Wed Sep 02 2015 18:47:44 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Wed Sep 02 2015 18:47:44 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Wed Sep 02 2015 18:47:48 GMT+0800 (Malay Peninsula Standard Time),,s2w5,label,"N"
Wed Sep 02 2015 18:48:13 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Wed Sep 02 2015 18:48:34 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Wed Sep 02 2015 18:48:34 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Wed Sep 02 2015 18:48:37 GMT+0800 (Malay Peninsula Standard Time),,s2w15,label,"^"
Wed Sep 02 2015 18:49:10 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Wed Sep 02 2015 18:49:10 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Wed Sep 02 2015 18:49:11 GMT+0800 (Malay Peninsula Standard Time),,s3w11,label,"R"
Wed Sep 02 2015 18:49:48 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Wed Sep 02 2015 18:49:48 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Wed Sep 02 2015 18:49:48 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Wed Sep 02 2015 18:50:12 GMT+0800 (Malay Peninsula Standard Time),,s3w15,label,"G"
Wed Sep 02 2015 18:50:14 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Wed Sep 02 2015 18:50:14 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Wed Sep 02 2015 18:50:14 GMT+0800 (Malay Peninsula Standard Time),,s3w17,label,"G"
Wed Sep 02 2015 18:50:15 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
