Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s9,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s10,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s11,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s12,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s13,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s14,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s15,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s16,twitterId,1191534
Thu Sep 03 2015 10:54:05 GMT+0800 (Malay Peninsula Standard Time),,s17,twitterId,1191534
Thu Sep 03 2015 11:01:32 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 11:01:32 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 11:01:50 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 11:01:50 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 11:01:54 GMT+0800 (Malay Peninsula Standard Time),,s1w23,label,"&"
Thu Sep 03 2015 11:02:03 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 11:02:11 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 11:02:31 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 11:03:08 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Thu Sep 03 2015 11:03:09 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Thu Sep 03 2015 11:03:14 GMT+0800 (Malay Peninsula Standard Time),,s1w17,label,"G"
Thu Sep 03 2015 11:03:26 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Thu Sep 03 2015 11:10:19 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Thu Sep 03 2015 11:10:19 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Thu Sep 03 2015 11:10:21 GMT+0800 (Malay Peninsula Standard Time),,s1w70,label,"^"
Thu Sep 03 2015 11:10:26 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Thu Sep 03 2015 11:10:26 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Thu Sep 03 2015 11:10:27 GMT+0800 (Malay Peninsula Standard Time),,s1w75,label,"^"
Thu Sep 03 2015 11:10:30 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Thu Sep 03 2015 11:10:30 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Thu Sep 03 2015 11:10:32 GMT+0800 (Malay Peninsula Standard Time),,s1w78,label,"N"
Thu Sep 03 2015 11:10:36 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Thu Sep 03 2015 11:10:36 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Thu Sep 03 2015 11:10:37 GMT+0800 (Malay Peninsula Standard Time),,s1w77,label,"V"
Thu Sep 03 2015 11:10:53 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Thu Sep 03 2015 11:11:02 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Thu Sep 03 2015 11:11:02 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Thu Sep 03 2015 11:11:04 GMT+0800 (Malay Peninsula Standard Time),,s1w91,label,"V"
Thu Sep 03 2015 11:11:16 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Thu Sep 03 2015 11:11:16 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Thu Sep 03 2015 11:11:18 GMT+0800 (Malay Peninsula Standard Time),,s1w100,label,"N"
Thu Sep 03 2015 11:11:40 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Thu Sep 03 2015 11:11:40 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Thu Sep 03 2015 11:11:41 GMT+0800 (Malay Peninsula Standard Time),,s1w125,label,"G"
Thu Sep 03 2015 11:11:44 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Thu Sep 03 2015 11:11:44 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Thu Sep 03 2015 11:11:45 GMT+0800 (Malay Peninsula Standard Time),,s1w130,label,"V"
Thu Sep 03 2015 11:13:22 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Thu Sep 03 2015 11:13:22 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Thu Sep 03 2015 11:13:24 GMT+0800 (Malay Peninsula Standard Time),,s2w11,label,"N"
Thu Sep 03 2015 11:13:31 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Thu Sep 03 2015 11:13:31 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Thu Sep 03 2015 11:13:33 GMT+0800 (Malay Peninsula Standard Time),,s2w22,label,"N"
Thu Sep 03 2015 11:13:50 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Thu Sep 03 2015 11:13:50 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Thu Sep 03 2015 11:13:51 GMT+0800 (Malay Peninsula Standard Time),,s2w37,label,"N"
Thu Sep 03 2015 11:13:56 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Thu Sep 03 2015 11:13:56 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Thu Sep 03 2015 11:13:57 GMT+0800 (Malay Peninsula Standard Time),,s2w41,label,"V"
Thu Sep 03 2015 11:14:18 GMT+0800 (Malay Peninsula Standard Time),,s2w52,focus,
Thu Sep 03 2015 11:14:18 GMT+0800 (Malay Peninsula Standard Time),,s2w52,focus,
Thu Sep 03 2015 11:14:25 GMT+0800 (Malay Peninsula Standard Time),,s2w52,label,"&"
Thu Sep 03 2015 11:14:29 GMT+0800 (Malay Peninsula Standard Time),,s2w57,focus,
Thu Sep 03 2015 11:14:29 GMT+0800 (Malay Peninsula Standard Time),,s2w57,focus,
Thu Sep 03 2015 11:14:30 GMT+0800 (Malay Peninsula Standard Time),,s2w57,label,"N"
Thu Sep 03 2015 11:15:04 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Thu Sep 03 2015 11:15:04 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Thu Sep 03 2015 11:15:06 GMT+0800 (Malay Peninsula Standard Time),,s3w20,label,"N"
