Thu Sep 03 2015 19:32:59 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:32:59 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1228024
Thu Sep 03 2015 19:32:59 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1228024
Thu Sep 03 2015 19:32:59 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1228024
Thu Sep 03 2015 19:32:59 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1228024
Thu Sep 03 2015 19:33:09 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Thu Sep 03 2015 19:33:09 GMT+0800 (Malay Peninsula Standard Time),,s0w2,focus,
Thu Sep 03 2015 19:33:11 GMT+0800 (Malay Peninsula Standard Time),,s0w2,label,"N"
Thu Sep 03 2015 19:33:13 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Thu Sep 03 2015 19:33:13 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Thu Sep 03 2015 19:33:15 GMT+0800 (Malay Peninsula Standard Time),,s0w6,label,"N"
Thu Sep 03 2015 19:33:22 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Thu Sep 03 2015 19:33:22 GMT+0800 (Malay Peninsula Standard Time),,s1w2,focus,
Thu Sep 03 2015 19:33:22 GMT+0800 (Malay Peninsula Standard Time),,s1w2,label,"N"
Thu Sep 03 2015 19:33:23 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Thu Sep 03 2015 19:33:23 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Thu Sep 03 2015 19:33:25 GMT+0800 (Malay Peninsula Standard Time),,s1w3,label,"^"
Thu Sep 03 2015 19:33:30 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Thu Sep 03 2015 19:33:30 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Thu Sep 03 2015 19:33:31 GMT+0800 (Malay Peninsula Standard Time),,s1w5,label,"N"
Thu Sep 03 2015 19:33:43 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Thu Sep 03 2015 19:33:44 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Thu Sep 03 2015 19:33:45 GMT+0800 (Malay Peninsula Standard Time),,s1w22,label,"^"
Thu Sep 03 2015 19:33:50 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Thu Sep 03 2015 19:33:50 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Thu Sep 03 2015 19:33:52 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Thu Sep 03 2015 19:33:52 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Thu Sep 03 2015 19:33:53 GMT+0800 (Malay Peninsula Standard Time),,s1w32,label,","
Thu Sep 03 2015 19:33:54 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Thu Sep 03 2015 19:33:54 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Thu Sep 03 2015 19:33:55 GMT+0800 (Malay Peninsula Standard Time),,s1w34,label,","
Thu Sep 03 2015 19:33:56 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Thu Sep 03 2015 19:33:56 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Thu Sep 03 2015 19:33:57 GMT+0800 (Malay Peninsula Standard Time),,s1w33,label,"^"
Thu Sep 03 2015 19:34:05 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Thu Sep 03 2015 19:34:05 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Thu Sep 03 2015 19:34:06 GMT+0800 (Malay Peninsula Standard Time),,s1w39,label,"V"
