Thu Sep 03 2015 19:31:22 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:31:22 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1222134
Thu Sep 03 2015 19:31:22 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1222134
Thu Sep 03 2015 19:31:22 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1222134
Thu Sep 03 2015 19:31:22 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1222134
Thu Sep 03 2015 19:31:22 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1222134
Thu Sep 03 2015 19:31:22 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1222134
Thu Sep 03 2015 19:31:41 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Thu Sep 03 2015 19:31:41 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Thu Sep 03 2015 19:31:42 GMT+0800 (Malay Peninsula Standard Time),,s1w11,label,"N"
Thu Sep 03 2015 19:31:50 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Thu Sep 03 2015 19:31:50 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Thu Sep 03 2015 19:31:51 GMT+0800 (Malay Peninsula Standard Time),,s1w22,label,"V"
Thu Sep 03 2015 19:31:55 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Thu Sep 03 2015 19:31:55 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Thu Sep 03 2015 19:31:56 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"N"
Thu Sep 03 2015 19:32:00 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Thu Sep 03 2015 19:32:00 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Thu Sep 03 2015 19:32:04 GMT+0800 (Malay Peninsula Standard Time),,s1w30,label,"!"
Thu Sep 03 2015 19:32:11 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Thu Sep 03 2015 19:32:11 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Thu Sep 03 2015 19:32:13 GMT+0800 (Malay Peninsula Standard Time),,s1w37,label,"N"
Thu Sep 03 2015 19:32:14 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Thu Sep 03 2015 19:32:15 GMT+0800 (Malay Peninsula Standard Time),,s1w38,label,"G"
Thu Sep 03 2015 19:32:17 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Thu Sep 03 2015 19:32:22 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Thu Sep 03 2015 19:32:23 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Thu Sep 03 2015 19:32:23 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Thu Sep 03 2015 19:32:25 GMT+0800 (Malay Peninsula Standard Time),,s3w1,label,"^"
Thu Sep 03 2015 19:32:26 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Thu Sep 03 2015 19:32:27 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Thu Sep 03 2015 19:32:28 GMT+0800 (Malay Peninsula Standard Time),,s3w3,label,"^"
Thu Sep 03 2015 19:32:47 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Thu Sep 03 2015 19:32:47 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Thu Sep 03 2015 19:32:48 GMT+0800 (Malay Peninsula Standard Time),,s5w5,label,"^"
Thu Sep 03 2015 19:32:54 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
