Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1211146
Thu Sep 03 2015 18:58:12 GMT+0800 (Malay Peninsula Standard Time),,s8,twitterId,1211146
Thu Sep 03 2015 18:58:20 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Thu Sep 03 2015 18:58:20 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Thu Sep 03 2015 18:58:22 GMT+0800 (Malay Peninsula Standard Time),,s0w4,label,"N"
Thu Sep 03 2015 18:58:32 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Thu Sep 03 2015 18:58:32 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Thu Sep 03 2015 18:58:34 GMT+0800 (Malay Peninsula Standard Time),,s1w15,label,"^"
Thu Sep 03 2015 19:00:45 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Thu Sep 03 2015 19:00:45 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Thu Sep 03 2015 19:00:46 GMT+0800 (Malay Peninsula Standard Time),,s1w49,label,"^"
Thu Sep 03 2015 19:00:58 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Thu Sep 03 2015 19:00:58 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Thu Sep 03 2015 19:00:59 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"^"
Thu Sep 03 2015 19:01:01 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"S"
Thu Sep 03 2015 19:01:01 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"P"
Thu Sep 03 2015 19:01:03 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Thu Sep 03 2015 19:01:04 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"^"
Thu Sep 03 2015 19:01:17 GMT+0800 (Malay Peninsula Standard Time),,s1w161,focus,
Thu Sep 03 2015 19:01:17 GMT+0800 (Malay Peninsula Standard Time),,s1w161,focus,
Thu Sep 03 2015 19:01:20 GMT+0800 (Malay Peninsula Standard Time),,s1w161,label,"^"
Thu Sep 03 2015 19:01:31 GMT+0800 (Malay Peninsula Standard Time),,s7w89,focus,
Thu Sep 03 2015 19:01:32 GMT+0800 (Malay Peninsula Standard Time),,s7w89,focus,
Thu Sep 03 2015 19:01:33 GMT+0800 (Malay Peninsula Standard Time),,s7w89,label,"^"
Thu Sep 03 2015 19:01:48 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Thu Sep 03 2015 19:01:48 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Thu Sep 03 2015 19:01:50 GMT+0800 (Malay Peninsula Standard Time),,s1w128,label,"N"
Thu Sep 03 2015 19:01:58 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Thu Sep 03 2015 19:01:58 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Thu Sep 03 2015 19:02:03 GMT+0800 (Malay Peninsula Standard Time),,s1w153,focus,
Thu Sep 03 2015 19:02:03 GMT+0800 (Malay Peninsula Standard Time),,s1w153,focus,
Thu Sep 03 2015 19:02:04 GMT+0800 (Malay Peninsula Standard Time),,s1w153,label,"N"
Thu Sep 03 2015 19:02:05 GMT+0800 (Malay Peninsula Standard Time),,s1w153,label,"D"
Thu Sep 03 2015 19:02:07 GMT+0800 (Malay Peninsula Standard Time),,s1w153,label,"N"
Thu Sep 03 2015 19:02:14 GMT+0800 (Malay Peninsula Standard Time),,s1w174,focus,
Thu Sep 03 2015 19:02:14 GMT+0800 (Malay Peninsula Standard Time),,s1w174,focus,
Thu Sep 03 2015 19:02:15 GMT+0800 (Malay Peninsula Standard Time),,s1w174,label,"N"
Thu Sep 03 2015 19:02:28 GMT+0800 (Malay Peninsula Standard Time),,s6w15,focus,
Thu Sep 03 2015 19:02:28 GMT+0800 (Malay Peninsula Standard Time),,s6w15,focus,
Thu Sep 03 2015 19:02:29 GMT+0800 (Malay Peninsula Standard Time),,s6w15,label,"N"
Thu Sep 03 2015 19:03:54 GMT+0800 (Malay Peninsula Standard Time),,s6w15,focus,
Thu Sep 03 2015 19:04:25 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Thu Sep 03 2015 19:04:25 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Thu Sep 03 2015 19:05:03 GMT+0800 (Malay Peninsula Standard Time),,s5w20,focus,
