Thu Sep 03 2015 19:18:42 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:18:42 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1216213
Thu Sep 03 2015 19:18:42 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1216213
Thu Sep 03 2015 19:18:42 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1216213
Thu Sep 03 2015 19:18:42 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1216213
Thu Sep 03 2015 19:20:13 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Thu Sep 03 2015 19:20:14 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Thu Sep 03 2015 19:20:14 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Thu Sep 03 2015 19:20:14 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Thu Sep 03 2015 19:20:15 GMT+0800 (Malay Peninsula Standard Time),,s1w3,label,"^"
Thu Sep 03 2015 19:21:02 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Thu Sep 03 2015 19:21:02 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Thu Sep 03 2015 19:21:03 GMT+0800 (Malay Peninsula Standard Time),,s1w19,label,"^"
Thu Sep 03 2015 19:22:06 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Thu Sep 03 2015 19:22:06 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Thu Sep 03 2015 19:22:07 GMT+0800 (Malay Peninsula Standard Time),,s2w16,label,"R"
Thu Sep 03 2015 19:22:08 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Thu Sep 03 2015 19:22:08 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Thu Sep 03 2015 19:22:08 GMT+0800 (Malay Peninsula Standard Time),,s2w19,label,"R"
Thu Sep 03 2015 19:22:12 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Thu Sep 03 2015 19:22:12 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Thu Sep 03 2015 19:22:12 GMT+0800 (Malay Peninsula Standard Time),,s2w22,label,"R"
Thu Sep 03 2015 19:22:29 GMT+0800 (Malay Peninsula Standard Time),,s2w45,focus,
Thu Sep 03 2015 19:22:29 GMT+0800 (Malay Peninsula Standard Time),,s2w45,focus,
Thu Sep 03 2015 19:22:31 GMT+0800 (Malay Peninsula Standard Time),,s2w45,label,"N"
Thu Sep 03 2015 19:22:43 GMT+0800 (Malay Peninsula Standard Time),,s2w71,focus,
Thu Sep 03 2015 19:22:43 GMT+0800 (Malay Peninsula Standard Time),,s2w71,focus,
Thu Sep 03 2015 19:22:44 GMT+0800 (Malay Peninsula Standard Time),,s2w59,focus,
Thu Sep 03 2015 19:22:44 GMT+0800 (Malay Peninsula Standard Time),,s2w59,focus,
Thu Sep 03 2015 19:22:45 GMT+0800 (Malay Peninsula Standard Time),,s2w59,label,"A"
Thu Sep 03 2015 19:23:08 GMT+0800 (Malay Peninsula Standard Time),,s2w103,focus,
Thu Sep 03 2015 19:23:08 GMT+0800 (Malay Peninsula Standard Time),,s2w103,focus,
Thu Sep 03 2015 19:23:10 GMT+0800 (Malay Peninsula Standard Time),,s2w103,label,"G"
Thu Sep 03 2015 19:25:34 GMT+0800 (Malay Peninsula Standard Time),,s2w108,focus,
Thu Sep 03 2015 19:25:34 GMT+0800 (Malay Peninsula Standard Time),,s2w108,focus,
Thu Sep 03 2015 19:25:35 GMT+0800 (Malay Peninsula Standard Time),,s2w108,label,"N"
Thu Sep 03 2015 19:25:40 GMT+0800 (Malay Peninsula Standard Time),,s2w108,label,"A"
Thu Sep 03 2015 19:25:51 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 19:25:51 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 19:25:51 GMT+0800 (Malay Peninsula Standard Time),,s3w21,label,"A"
Thu Sep 03 2015 19:25:56 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 19:25:56 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 19:25:56 GMT+0800 (Malay Peninsula Standard Time),,s3w10,label,"N"
Thu Sep 03 2015 19:26:02 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 19:26:02 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 19:26:03 GMT+0800 (Malay Peninsula Standard Time),,s3w16,label,","
Thu Sep 03 2015 19:26:07 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Thu Sep 03 2015 19:26:07 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Thu Sep 03 2015 19:26:09 GMT+0800 (Malay Peninsula Standard Time),,s3w25,label,"^"
Thu Sep 03 2015 19:26:17 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
