Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s0,twitterId,1220578
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s1,twitterId,1220578
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s2,twitterId,1220578
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s3,twitterId,1220578
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s4,twitterId,1220578
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s5,twitterId,1220578
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s6,twitterId,1220578
Thu Sep 03 2015 19:26:56 GMT+0800 (Malay Peninsula Standard Time),,s7,twitterId,1220578
Thu Sep 03 2015 19:29:07 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Thu Sep 03 2015 19:29:07 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Thu Sep 03 2015 19:29:08 GMT+0800 (Malay Peninsula Standard Time),,s1w28,label,"A"
Thu Sep 03 2015 19:29:22 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Thu Sep 03 2015 19:29:23 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Thu Sep 03 2015 19:29:26 GMT+0800 (Malay Peninsula Standard Time),,s1w46,label,"A"
Thu Sep 03 2015 19:29:41 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Thu Sep 03 2015 19:29:41 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Thu Sep 03 2015 19:29:42 GMT+0800 (Malay Peninsula Standard Time),,s2w16,label,"N"
Thu Sep 03 2015 19:29:49 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Thu Sep 03 2015 19:29:50 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Thu Sep 03 2015 19:29:50 GMT+0800 (Malay Peninsula Standard Time),,s3w7,label,"N"
Thu Sep 03 2015 19:30:05 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Thu Sep 03 2015 19:30:05 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Thu Sep 03 2015 19:30:05 GMT+0800 (Malay Peninsula Standard Time),,s5w1,label,"N"
Thu Sep 03 2015 19:30:12 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Thu Sep 03 2015 19:30:12 GMT+0800 (Malay Peninsula Standard Time),,s5w9,focus,
Thu Sep 03 2015 19:30:12 GMT+0800 (Malay Peninsula Standard Time),,s5w9,focus,
Thu Sep 03 2015 19:30:12 GMT+0800 (Malay Peninsula Standard Time),,s5w9,label,"N"
Thu Sep 03 2015 19:30:20 GMT+0800 (Malay Peninsula Standard Time),,s6w8,focus,
Thu Sep 03 2015 19:30:20 GMT+0800 (Malay Peninsula Standard Time),,s6w8,focus,
Thu Sep 03 2015 19:30:20 GMT+0800 (Malay Peninsula Standard Time),,s6w8,label,"A"
Thu Sep 03 2015 19:30:26 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 19:30:26 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 19:30:27 GMT+0800 (Malay Peninsula Standard Time),,s7w1,label,"D"
Thu Sep 03 2015 19:30:33 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 19:30:36 GMT+0800 (Malay Peninsula Standard Time),,s7w3,focus,
Thu Sep 03 2015 19:30:36 GMT+0800 (Malay Peninsula Standard Time),,s7w3,focus,
Thu Sep 03 2015 19:30:48 GMT+0800 (Malay Peninsula Standard Time),,s7w16,focus,
Thu Sep 03 2015 19:30:48 GMT+0800 (Malay Peninsula Standard Time),,s7w16,focus,
Thu Sep 03 2015 19:30:49 GMT+0800 (Malay Peninsula Standard Time),,s7w16,label,"^"
Thu Sep 03 2015 19:30:53 GMT+0800 (Malay Peninsula Standard Time),,s7w21,focus,
Thu Sep 03 2015 19:30:53 GMT+0800 (Malay Peninsula Standard Time),,s7w21,focus,
Thu Sep 03 2015 19:30:54 GMT+0800 (Malay Peninsula Standard Time),,s7w21,label,"^"
Thu Sep 03 2015 19:31:02 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Thu Sep 03 2015 19:31:02 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Thu Sep 03 2015 19:31:03 GMT+0800 (Malay Peninsula Standard Time),,s0w6,label,"^"
Thu Sep 03 2015 19:31:15 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
